2022-08-07 18:37:37,061 INFO    MainThread:18724 [wandb_setup.py:_flush():76] Configure stats pid to 18724
2022-08-07 18:46:07,986 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 18:46:18,389 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 18:46:36,428 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 18:46:36,447 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 18:46:36,955 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 18:46:37,867 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 18:46:37,869 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 18:46:37,970 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 18:46:39,601 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 18:46:39,602 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 19:10:07,434 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 19:10:07,545 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 19:10:07,557 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 19:10:10,524 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 19:10:12,425 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 19:10:12,425 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 19:12:34,227 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 19:12:34,292 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 19:12:34,295 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 19:12:36,315 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 19:12:36,429 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 19:12:36,429 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 19:12:38,474 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 19:12:53,679 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 19:12:53,689 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 19:12:53,876 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
2022-08-07 19:12:55,298 INFO    MainThread:18724 [wandb_init.py:_pause_backend():374] pausing backend
2022-08-07 19:12:55,300 INFO    MainThread:18724 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-08-07 19:12:55,380 INFO    MainThread:18724 [wandb_init.py:_resume_backend():383] resuming backend
