,username,description,location,text,hashtags
789,HamidMirPAK,Journalist/Author survived bombs & bullets.Still carrying two bullets in body.Banned three times in Pakistan. https://t.co/Hzd6938hOE,"Islamabad, Pakistan",Spreading fake news is a crime. Unfortunately senior ministers of this government spread lies on regular basis but they always blame journalists for disinformation. They are fighting against media through disinformation. https://t.co/nzD6L10Auv,[]
790,Chandan60523594,"follow me, 100% follow back","Chhattisgarh, India","#योगी_आएंगे_बुलडोजर_चलाएंगे
Vote wisely, vote for a crime free UP.  #योगी_आएंगे_बुलडोजर_चलाएंगे
@OfficialTeamPs
https://t.co/SdebzJVJTa","['योगी_आएंगे_बुलडोजर_चलाएंगे', 'योगी_आएंगे_बुलडोजर_चलाएंगे']"
791,ARUNCHA214,🏹🚩जय श्री राम🚩🏹,"Silvassa, India","Vote wisely, vote for a crime free UP. 
ARC #योगी_आएंगे_बुलडोजर_चलाएंगे
@OfficialTeamPs
https://t.co/uxRPN88td1",['योगी_आएंगे_बुलडोजर_चलाएंगे']
792,Iam_Ajeetram,"#NationFirst

#SwamiVivekananda
स्वातंत्र्यवीर सावरकर",India,"#योगी_आएंगे_बुलडोजर_चलाएंगे
Vote wisely, vote for a crime free UP.  

#योगी_आएंगे_बुलडोजर_चलाएंगे
https://t.co/6ucCeDQNaE","['योगी_आएंगे_बुलडोजर_चलाएंगे', 'योगी_आएंगे_बुलडोजर_चलाएंगे']"
793,TsrPm,,Madanapalle,@PayNearby Dear PAYNEARBY we are given CYBERCRIME complaint against your company regarding Amazon easy store registration process not given to us. So now your company give explanation to Cyber crime authority. PayNearby fake or good company to us. https://t.co/JBRKTht4hq,[]
794,Deepakb05632353,मै सिर्फ हिन्दू हूँ,"
Thiruvananthapuram","Db-Vote wisely, vote for a crime free UP.  #योगी_आएंगे_बुलडोजर_चलाएंगे
@OfficialTeamPs
https://t.co/QuCruXMYMg",['योगी_आएंगे_बुलडोजर_चलाएंगे']
795,maverick7070_,Doctor | King Edward Medical University '19 | Former Exchange Ambassador of Pak to US | https://t.co/i8mZjzsqJk,Pakistan,"@awan_mishkat does more harm than good, if people really care then they need to reclaim it from those who want to use it for their secular agendas. And by 'inspired' I meant inspired by that ideology and still committing such crime, it didn't stop him, not saying it led him to do that.",[]
796,SonamDa62159977,,,"The future of our country depends on what’s being taught to our children and youth at present. If they watch #Bollywood movies, they can easily learn crime and vulgarity and if they listen to Supreme Saint’s knowledge, they can lead a peaceful and happy life.
#GodMorningSaturday https://t.co/TLNwfyPdin","['Bollywood', 'GodMorningSaturday']"
797,SonamDa62159977,,,"Bollywood is clearly responsible for misleading the youth of our country towards a black future — it encourages vulgarity, crime and social evils. We should rather listen to Supreme @SaintRampalJiM Maharaj Ji’s Spiritual Discourses and worship Supreme God. 
#GodMorningSaturday https://t.co/ciKKR5EF03",['GodMorningSaturday']
798,AshokKu65345387,,"Palwal, India","#GodMorningSaturday The number of crime is increasing due to obscenity by Bollywood, only satsang can get rid of this bollywood, for more information visit sant rampal ji maharaj you tube channel par https://t.co/S8HiScoJam",['GodMorningSaturday']
799,rajeevnigam1972,,Delhi,@timesofindia Partner in crime,[]
800,silakhan421,Dentist by profession|Fan of shilpa shinde|Rashami Desai|Rubina Dilaik,India,"This is pathetic and I can hear a girl laughing on this in the background plz report this to cyber crime it's not a joke
#RashamiDesai https://t.co/JZkGdKGe3Y",['RashamiDesai']
801,BHAGWA_SHER01,"लिमिट खुलते ही सबको फ़ॉलोबैक मिलेगा, फॉलो करते रहे।","Bhubaneshwar, India","Vote wisely, vote for a crime free UP.  #योगी_आएंगे_बुलडोजर_चलाएंगे
@BHAGWA_SHER01
@OfficialTeamPs
https://t.co/qxrRNi0MSO",['योगी_आएंगे_बुलडोजर_चलाएंगे']
802,msrcn19,"धर्मेण हन्यते व्याधिः हन्यन्ते वै तथा ग्रहाः।

धर्मेण हन्यते शत्रुः यतो धर्मस्ततो जयः॥",Kanpur ,"Welcome to the new world of extreme gender biased laws. What about shoot at sight order? It would be more effective. Administration is just seeking attention as if it is working efficiently. 
STRICT ACTION DOESN'T MEAN OPRESSION OF MEN. STOP IT. Don't generalise crime with gender https://t.co/NqcXTn4YbB",[]
803,MehroozW,Artist/Educator 🎨,Islamabad,"@GoneGir24989614 In 1947 there was death penalty for only two crimes, now it exists for over hundred, yet crime rate has only increased. 

Punishments don't address the rootcause of male violence which is patriarchy not the stray behaviour of some individuals.",[]
804,JAVAIDA18082763,Love me or hate me I like both,Srinagar,"Live life Leave #drugs,
According to the United Nations Office on Drugs and Crime, Jammu and Kashmir has 60000 drug addicts. In last three years there has been an increas of 1500% in the use of drugs. https://t.co/JUrjpwxANw",['drugs']
805,SunilKu05425532,,"Haryana, India","# Crime, obscenity and corruption, the film world is responsible for all this.
For more information visit Sant Rampal Ji Maharaj YouTube Channel. https://t.co/C35kwFQ6mu",[]
806,Bhagwan97464937,राष्ट्रहित सर्वोपरि जय श्री राम🚩🚩,,"Vote wisely, vote for a crime free UP. 
Bs..
 #योगी_आएंगे_बुलडोजर_चलाएंगे
@OfficialTeamPs
@Rajeevggb
https://t.co/aLLRDkCZki
#योगी_आएंगे_बुलडोजर_चलाएंगे","['योगी_आएंगे_बुलडोजर_चलाएंगे', 'योगी_आएंगे_बुलडोजर_चलाएंगे']"
807,Policenama1,"पोलीसनामा-पोलीस जगतातील ताज्या घडामोडींचा अचूक वेध, खात्रीशीर बातम्या, Live Updates, पोलीस अधिकाऱ्यांची उल्लेखनीय कामगिरी, बदल्या व बढत्या."," Maharashtra, India","Case filed against Pune police employee for raping girl
https://t.co/iHXSaIfpPN
@Policenama1 #policenama",['policenama']
808,npnews24x7,English News Portel,"Pune, India","Case filed against Pune police employee for raping girl
https://t.co/JCQrVVsrio
@npnews24x7 #npnews24",['npnews24']
809,gulf_news,We don't just cover the news - we uncover the truth. The official Twitter feed from Gulf News.,United Arab Emirates,"Jail term reduced in assault, kidnapping case of #Dubai businessman

Appeal court reduces verdict to one year for three defendants who attacked businessman  https://t.co/LBoqRfVr8s",['Dubai']
810,Watchdogrk,Cyber Security Expert. Founder & CEO - Defpr & EXIN,"New Delhi, India","RISE OF CYBER CRIME DURING COVID 19

#cyber #cybersecurity #cyberpunk #hacking #security #hacker #technology #cybercrime #tech #hackers #infosec #cyberattack #linux #ethicalhacking #hack #programming #informationsecurity #malware #kalilinux #CyberSecurityAwareness https://t.co/8StraRR2Gf","['cyber', 'cybersecurity', 'cyberpunk', 'hacking', 'security', 'hacker', 'technology', 'cybercrime', 'tech', 'hackers', 'infosec', 'cyberattack', 'linux', 'ethicalhacking', 'hack', 'programming', 'informationsecurity', 'malware', 'kalilinux', 'CyberSecurityAwareness']"
811,ghargharbhagava,"1000+ ट्वीटर योद्धा के साथ #प्रशासक_समिति ट्वीटर ट्रेडिंग ग्रुप मे जुड़ने के लिए DM (@rajeevggb) कीजिये

 और 

अपना वाट्सअप नंबर भेजिये 

⛳🦁घर घर भगवा 🦁⛳",भारत,"Vote wisely, vote for a crime free UP. 
Ggb5
 #योगी_आएंगे_बुलडोजर_चलाएंगे
@OfficialTeamPs
@ghargharbhagava
https://t.co/3dDjt01qBA",['योगी_आएंगे_बुलडोजर_चलाएंगे']
812,rsstar2020,जिला-संयुक्त निदेशक                                                                                              राष्ट्रीय अपराध जाँच ब्यूरो    🇮🇳जय हिन्द🇮🇳,"Kanpur, Uttar Pradesh, India","@kanpurnagarpol @dcpekanpur @Uppolice @DMKanpur @PMOIndia @NCIBHQ @PRONCIBUP @News18UP Hon'ble Sir/Ma'am 
I humble request you to kindly take the necessary action against these crime who r destroying the future of youth and spreading the chaos in our peaceful zone and society. 👇🏻 https://t.co/BD3ljvll9n",[]
813,nishukickK,"@actorvijay devotee & a hippe 😇

KA12 , KA09 is where I belong !

Insta : @being_hippe !",Mysuru,Ok Soubin did the crime 😆 https://t.co/89uw3ltRAO,[]
814,UnderDradarKID,"Variety of tweets/retweet/comments here. MY EMPLOYER DOESN'T REPRESENT MY VIEWS  🙏 
In pursuit of Peace Of Mind😑in🌎 full of chaos😎","Pune, India",@TheCineprism Zodiac is the benchmark the kind soul wrenching gut ripping movie it is just sets the mood for binge watch crime thrillers!!!!!,[]
815,kattarhindu003,"We should know our real existence through self-realization. DJJS volunteer since 2007. 
Modi supporter.
उपाध्यक्ष, पूर्वांचल मोर्चा ,नंगली वार्ड बीजेपी,दिल्ली.","New Delhi, India","Vote wisely, vote for a crime free UP. Rt 4
 #योगी_आएंगे_बुलडोजर_चलाएंगे
@OfficialTeamPs
https://t.co/6ySMpk1dMl",['योगी_आएंगे_बुलडोजर_चलाएंगे']
816,Narinde45108576,,,"#फिल्मों_ने_बिगाड़ा_समाज

Due to losing morals crime are increasing in the society and this is the effect of the Film Industries on the youngsters
So watch that which make a society safe and peaceful. https://t.co/BBva0Q2MfV",['फिल्मों_ने_बिगाड़ा_समाज']
817,archanatriv,"Holistic Health Coach🌎
Professor ☯️ AcuTherapist
Yoga Trainer🌅Naturopath
Diet Consultant 🍎🍋 Nationalist Hindu 🕉️ 
Prakruti Premi ❤️🙏", भारत ,"@Manjuarun98 Sweet before #Terrorists is another way to normalise the henious organized crime against humanity in world.
Ecosystem toolkit.",['Terrorists']
818,kavita_krishnan,"she/her 🌈 CPIML PB member, AIPWA, communist feminist, author: Fearless Freedom (Penguin 2020), winner @Laadli_PF 2021, queer, gender labels don’t fit me",Delhi,"This child - who should never have been in prison for such a minor misdemeanour - died in prison. That in itself is a crime by the state. If he was killed in custody, that’s a far worse crime. https://t.co/w1za43xtRb",[]
819,IndiaNews24x7,"We will deliver to you important news updates from India, published different national news portals without any human bias.  #INDIA #NEWS",INDIA,Ahmedabad serial blasts: How Gujarat Crime Branch got its first breakthrough in the case - India Today https://t.co/qtxmASM7vd,[]
820,IndiaNews24x7,"We will deliver to you important news updates from India, published different national news portals without any human bias.  #INDIA #NEWS",INDIA,Body found in sofa in Dombivli: How four alert friends pieced clues together - https://t.co/NyPI7HIZFa https://t.co/ZRJOBRRpMT,[]
821,ctw20001,Giant black hole. No Way Out!,Unknown,@SamFord7News It’s about time to focus on the crime. #DC #washingtonDC,"['DC', 'washingtonDC']"
822,Maj_GautamVijay,"Indian l Army Veteran l Fauji Doctor l  Mountaineer l Siachen Conquerer l Avalanche survivor - Indian Army is my soul, my passion, & my life.","Pune, India",These jokers want LESS SEVERE punishment for heinous crime of serial bomb blasts 🙄🙄🙄 https://t.co/2ojkkbarag,[]
823,RajaSaleem14,"PhD (GMU), Associate Prof, Wolfson Fellow (Oxford), Book: State, Nationalism, and Islamization (Hist. Analysis of Turkey & Pak) Prsnl acct. Retweets ≠ endrsmts.","Lahore, Pakistan","This map should be titled Europe's crime against humanity.
The 19th century should be taught as the century of organized collaborated rape of Africa by Europeans. European politicians, like Disraeli and Gladstone, should be presented as criminals without any moral compass. https://t.co/dvURneO0C7",[]
824,lekh27,"bachelor of journalism, economics (Hons)Writer,Journalist, Economist,Business Consultant.Former CE Corp relations for a Group of Colleges No Protected tweets",new delhi,"@LadyVelvet_HFQ World will never change, we need to adjust or keep away. Want,need,greed,crime all are increasing,govts have failed to arrest expansion,they too have become corrupt https://t.co/fX88gIZCRj",[]
825,techshotsapp,India's first short news app for tech decision-makers. Download TechShots for more tech news Android: https://t.co/fo2qLVqmuU iOS: https://t.co/89SP5EJS94,New Delhi,"FBI launching cryptocurrency crime unit 

#cryptocurrency #FBI 

https://t.co/6reYx8F4ma","['cryptocurrency', 'FBI']"
826,Shona5401,🌎🌎 good to know new people 💓. Die hard Bhakt of MSDHONI😇,"Pune, India",@Crime_Lover1 @mayuri2448  mainu defo ye ice cream 🍨😋😋,[]
827,GTVNewsPk,GTV News brings you to live coverage of everything you need to know. https://t.co/PrSsKHrVGi https://t.co/2R8UNPbwOs,"Karachi, Pakistan",Another lamp of life was extinguished during the street crime incident i... https://t.co/nQ4zd5fCxU #GTVNews,['GTVNews']
828,faqirayaz5,"گر عــشقِ عـــلي۴ کفر اَست
پَس مَن کافـــر ہَستم..!
#Social_Activities",Karachi Sindh,"It also became a crime to describe the performance of incompetent PPP rulers.
#ReleaseDaryaKhanQureshi
@asmashirazi @BBCUrdu @AseefaBZ @BBhuttoZardari @ImranKhanPTI @GovtofPakistan https://t.co/PDF9eMtbP9",['ReleaseDaryaKhanQureshi']
829,asifmehmoodpak,Journalist || Express News || Express Tribune,"Lahore, Pakistan","@AdityaRajKaul @HamidMirPAK @PMOIndia @GowharGeelani These people are not journalists but mafia who have nothing to do with journalistic ethics. He used foul language against Imran Khan's wife and a federal minister and when the FIA cyber crime team reached to arrest him, they were fired upon.",[]
830,NamitaDewangan2,"https://t.co/qldQtDTD7C 
True spiritual knowledge","chhattisgarh, India","#SaturdayMotivation
Killing of other living beings is against God's order and is therefore a crime (sin). 
~ JagatGuru Tatvdarshi Saint Rampal ji Maharaj
#SaintRampalJi
#SaintRampalJiQuotes
🎀Must Watch Sadhna TV🖥️ at 7:30 Pm. https://t.co/hO9TnMnewV","['SaturdayMotivation', 'SaintRampalJi', 'SaintRampalJiQuotes']"
831,SarthakPacino,"Sometimes I exist, at all times I survive. Ultimate Al Pacino fanboy. Sue me.",India,@dtsaae @klrahul11 @realmeIndia breaking news: kl Rahul is now answerable to the public like a goddamn politician. also endorsements are now a crime.,[]
832,desainishit,"Delivery Boy to Entrepreneur. BJP Member & Social Worker

ATMANIRBHAR- SELF RELIANT

Welcome criticism and comments on any of my tweets",INDIA,"It is crime to be a Hindu in a Nation of terrorists known as Pakistan @PakPMO 

Muslims can roar and bark freely in India https://t.co/Cq1o3gEQ11",[]
833,Vk7216,"Virat Kohli fan🔥
Also love Dhoni and Rohit.",India,@MuditJo38249323 But he confessed to his crime.,[]
834,shahinayathgunj,"SHO PS SHAHINAYATH GUNJ, Hyderabad, TS, Cell No.9490616599
Reach us https://t.co/VEAWYjMCls","Hyderabad, India","Sri. Joel Davis, IPS, DCP, West Zone,has attended the PRESS MEET as a Guest of Honour in PS SIG (L&amp;O). As under supervision of Sri. R.Satish Kumar, ACP, CI, Addl. Inspector, DSI along with Crime Team, CCTV Operator of PS SIG recovered (19)two wheeler vehicles from accused persons https://t.co/HS3yrNTrky",[]
835,ArvindShukla_,"!!Blogger!!
!!Love music!!","Hyderabad, India",I am damn sure you are coming for developing not to become government you destroy crime  #AmitShahInUnchahar https://t.co/tP45NKdjl7,['AmitShahInUnchahar']
836,RakeshK77349674,,"Dungarpur, India","#GodMorningSaturday 
Indian culture is considered to be the best culture in the whole world.  But the film world did the work of destroying the entire humanity.  In today's time, bad deeds like intoxication, obscenity, crime etc. have made a place in the society. https://t.co/mjqeUaRZxh",['GodMorningSaturday']
837,rohit_rks,"In News Channel, Hindi Blogger, Dream-Film Making
Conservatives Plz भाड़ में जाएं (tweets r my personal views, retweet r not endorsement) fb/mymobilepicture","Delhi, India","#Surat #Police why why? is sipping tea around girls school is crime?
#India #Men https://t.co/hALY9Sn2vu","['Surat', 'Police', 'India', 'Men']"
838,Aaliyajaved,"Vegetarian in a carnivorous society. Fashion designer by training,reluctantly adopted as a profession. I paint to unwind. Clothes are quite a waste of a fabric.","Karachi, Pakistan","Never ever I imagined that a harasser would be accused of a crime and his response would be ""can I release my new song in peace "" #AliNoor",['AliNoor']
839,VinoKu13928171,"News
 satsang Sewa",fatehabad haryana india,"Crime, obscenity and corruption, the film world is responsible for all this.
Now there will be social reform, when the whole world listens to the thoughts of Sant Rampal Ji Maharaj.
#GodMorningSaturday https://t.co/FrMslqVUYg",['GodMorningSaturday']
840,PushpaBhagyam,Bold Resilient Agnostic Amoriginal Tamizh Dravidian. Researcher. L&D Consultant. #SpacesHost for Singing & Self-care with #NaangaOruKalaiKudumbam,India,"“You shot me down, you left my mother to grieve. You touched my body, you kissed it after I died … was my crime that I was born a girl? Maybe if I’d be born a cow, this country would have fought for me?” “Snowlin”",[]
841,no1_times,"Times No1 voice of common, provides luxury social and tech info to readers. Daily and weekly current current affairs will be published...",Bangalore,Ahmedabad serial blasts: How Gujarat Crime Branch got its first breakthrough in the case https://t.co/Qaqaoxqu04,[]
842,Ankitdh33998850,business,"नई दिल्ली, भारत","#MarriageStrike
If husband has affair, it's a crime and if he do sex with his own Wife . After #MaritalRapeLaw come to existence, it will also become crime  

Where will men go for his biological body needs ?

Living in such scenario
#MarriageStrike is best","['MarriageStrike', 'MaritalRapeLaw', 'MarriageStrike']"
843,ssrstan4ever,Back up account for @KSnehal810 dedicated to @itsSSR,India,"If its a suic1de:
1) Why no hanging picture of SSR?
2) Why no damage to the fan?
3) Why crime scene not sealed?
4) Why TOD not mentioned on PM report?
5) How all the keys went missing at the same time? @ips_nupurprasad @DoPTGoI @PMOIndia @HMOIndia 
#JusticeForSushantSinghRajput",['JusticeForSushantSinghRajput']
844,NewIndianXpress,"All the tweets for breaking news & views.
Facebook: https://t.co/N20Grjqacf…

Telegram: https://t.co/FslwuGxou8…",Chennai,"The ICJS system would be made available through a dedicated and secure cloud-based infrastructure with high-speed connectivity.
https://t.co/87DIz4bgv5",[]
845,insaniyt_relign,"Grand S/o Syed Azmatulla
Founder- The Musalman,Estd 1927
Inaugrated by- president of Indian National Congress","Chennai, india","@RogueTraderr @Sunny_Rajput87 What could happen when IB &amp; state itself becomes d main sponser &amp; conspirator of crime,

U people r spreading fake news eity evil agenda, basically jelous of Muslims",[]
846,rsstar2020,जिला-संयुक्त निदेशक                                                                                              राष्ट्रीय अपराध जाँच ब्यूरो    🇮🇳जय हिन्द🇮🇳,"Kanpur, Uttar Pradesh, India","@kanpurnagarpol @Uppolice @DMKanpur @PMOIndia @NCIBNEWSUP @NCIBHQ @PRONCIBUP Hon'ble Sir/Ma'am 
I humble request you to kindly take the necessary action against these crime who are destroying the future of youth and spreading the chaos in our peaceful zone and society. 👇🏻 https://t.co/JDL5WoKiLy",[]
847,theamritasharma,"𝗶 𝗮𝗺 𝘆𝗼𝘂𝗿 𝗴𝘂𝘆, one said ~ 𝗶'𝗺 𝘆𝗼𝘂𝗿𝘀, the other one completed.","Jaipur, India","@xsukooneditsx @Crime_Lover1 Whenever I am coming your city, we are doing this!",[]
848,jaishreeven1097,"ℒ𝒾𝓋ℯ 𝓉𝒽ℯ 𝓂ℴ𝓂ℯ𝓃𝓉🤗✨ 𝒮𝓅𝓇ℯ𝒶𝒹 𝓁ℴ𝓋ℯ🥰❤ ℒ𝒶𝓊ℊ𝒽 𝓌𝒽𝒾𝓁ℯ 𝓎ℴ𝓊 𝒸𝒶𝓃☺😃 ℬℯ 𝓎ℴ𝓊𝓇 ℴ𝓌𝓃 𝓀𝒾𝓃𝒹 ℴ𝒻 𝒷ℯ𝒶𝓊𝓉𝒾𝒻𝓊𝓁👑😉 
#VaaniRanianForLife💞😍","Tamil Nadu, India","@realradikaa ma Watched #Irai Season 1 all 6 epi.Kudos to u👏 &amp; d whole team for bringing tis unique sensitive content of crime thriller wit a social msg about child abuse.@realsarathkumar sir u nailed as Robert (COP)💯🔥 Unexpected twist in d last epi, waiting fr upcoming epis💥",['Irai']
849,EvonneMatsuoka,B329. Tweets for weekly reflection.,"Bangkok, Thailand","@DemiEllisOU However, storytelling also creates hidden dangers. For example, on the refugee issue, by reshaping the discourse, the media successfully got some countries to reach out to refugees. But later it caused more social problems and crime (in Germany). What do you think?",[]
850,MehrMeera2511,"छुआछूत,ऊंच-नीच व जात-पात का भेदभाव रखने वाले परमात्मा के दोषी है क्यूंकि सभी परमात्मा के बच्चे हैं।
अश्लील फिल्में देखना,नाटक देखना,जुआ खेलना,ताश खेलना मना है।","Patna, India","The future of our country depends on what’s being taught to our children and youth at present. If they watch #Bollywood movies, they can easily learn crime and vulgarity and if they listen to Supreme Saint’s knowledge, they can lead a peaceful and happy life.
#GodMorningSaturday https://t.co/MAMnxq34K3","['Bollywood', 'GodMorningSaturday']"
851,mid_day,"All things #MadeinMumbai 
News | Entertainment | Sports and much more
Subscribe to #MiddayDigitalTabloid

https://t.co/CPq2qe1guK","Mumbai, India","#MiddayNews |

#MumbaiCrime: Two drug peddlers arrested with narcotics worth Rs 39 lakh 

#MumbaiCrimeNews #LatestNews 

https://t.co/6QWYlfY6gQ","['MiddayNews', 'MumbaiCrime', 'MumbaiCrimeNews', 'LatestNews']"
852,its_sam_2003,MESSING WITH ME IS NOT GOOD🙂❣️,"Belgaum, India",@Shubh_Shukla01 @Crime_Lover1 I'm waiting 😂,[]
853,Chal_Na_Yaaar,"Ability may get you to the top,
 but it takes character to keep you there.",India,"Amarpal ji  is the best choice for the people of Unchahar if they want crime free and progressive city
#AmitShahInUnchahar
https://t.co/Y5fDImwdUI",['AmitShahInUnchahar']
854,JarriNajam,Telecom Engineer. My passions range from cricket to Pearl Jam to nutrition and weight training. 'You can't be neutral on a moving train.' I support PTI.,"Lahore, Pakistan","@UmerFarooqUX @RehamKhan1 Zani tou Shariah Court mein hee sabit ho sakta hai, idiot. Western countries never consider it a crime. No such charges exist there tou sabit kaisay ho ga. Lol.",[]
855,DipikaShoiba,Life is Beautiful..Love it,India,@Shamita_royal @RaQesh19 Even the richest guys repeat clothes.. unfortunately the opposite think repeating clothes is a crime😜😜😜 disclaimer u aren't poor but very rich,[]
856,sa3der,"न भीतो मरणादस्मि, केवलं दूषितो यशः।",Bharat,"Kindly suggest something to watch on @NetflixIndia @PrimeVideoIN or @DisneyPlusHS 

Genre: Crime/thriller

PS: Netflix mera and @_agwf_ ka hai baaki kisi aur ka use karta hu",[]
857,DelhiPolice,Official Twitter account of Delhi Police | Pls do not report crime here | In case of emergency #Dial112 | Help us to serve you better |,"New Delhi, India","@Whitewolfyodha @GunjanMal @ANI @PMOIndia @CyberCrimePSCyb @CPDelhi @LtGovDelhi If you think you have been a victim of cyber crime, please lodge your  grievances/complaint on the cyber crime reporting portal https://t.co/31HYfBIJGu.",[]
858,VarunKrRana,Proud Indian. Politically conservative. Caffeineaholic. Bibliophile. Love sports. No DM,"New Delhi, India",@vipul2777 Thank you Crime Master Gogo 😁,[]
859,SonuKum79206484,Sat Saheb jii 🙏🙏🙏,Banka Bihar ,"The future of our country depends on what’s being taught to our children and youth at present. If they watch #Bollywood movies, they can easily learn crime and vulgarity and if they listen to Supreme Saint’s knowledge, they can lead a peaceful and happy life.
#GodMorningSaturday https://t.co/mreiCoYHye","['Bollywood', 'GodMorningSaturday']"
860,AndreaDan,Editor @revyuh,"New Delhi, India","New Tumblr post: ""Is the rise of crime apps and viral videos in the US making bystanders not help?"" https://t.co/8bud5N6LKj Revyuh",[]
861,SonuKum79206484,Sat Saheb jii 🙏🙏🙏,Banka Bihar ,"Bollywood is clearly responsible for misleading the youth of our country towards a black future — it encourages vulgarity, crime and social evils. We should rather listen to Supreme @SaintRampalJiM Maharaj Ji’s Spiritual Discourses and worship Supreme God. 
#GodMorningSaturday https://t.co/QrCkV1SIPg",['GodMorningSaturday']
862,SonuKum79206484,Sat Saheb jii 🙏🙏🙏,Banka Bihar ,"The future of our country depends on what’s being taught to our children and youth at present. If they watch #Bollywood movies, they can easily learn crime and vulgarity and if they listen to Supreme Saint’s knowledge, they can lead a peaceful and happy life.
#GodMorningSaturday https://t.co/JvdYOkaziL","['Bollywood', 'GodMorningSaturday']"
863,FalanaDhiikana_,Whatever!!,India,"Not granting bail, postponing bail hearings 7 times or may be more , the Agra Court is clearly violating SC Orders and doesn't seem to care about it! This is a case where NO crime took place. Are there any #Feb updates? .@Article14live? 

https://t.co/vtqoPVNCe9 https://t.co/wtILB7LMMg",['Feb']
864,SonuKum79206484,Sat Saheb jii 🙏🙏🙏,Banka Bihar ,"The future of our country depends on what’s being taught to our children and youth at present. If they watch #Bollywood movies, they can easily learn crime and vulgarity and if they listen to Supreme Saint’s knowledge, they can lead a peaceful and happy life.
#GodMorningSaturday https://t.co/nWiHVPWawG","['Bollywood', 'GodMorningSaturday']"
865,doctr_pro,Get your answers and make your peer knowledge grow you.,Mumbai - India,Ahmedabad serial blasts: How Gujarat Crime Branch got its first breakthrough in the case - India Today https://t.co/uV5XUU822N,[]
866,Adiba_tweets_,"ℙℝ𝕆𝕌𝔻 𝕋𝕆 𝔹𝔼 𝕄𝕌𝕊𝕃𝕀𝕄💞
                                                              2𝕟𝕕 𝕒𝕔𝕔𝕠𝕦𝕟𝕥 : @addi_itx

#PratikFam 💫",Jammu & Kashmir,"@Simran18838282 @Crime_Lover1 shutup  getout byyy 

#PratikSehajpal #NainaMere 

NAINA MERE POSTER OUT","['PratikSehajpal', 'NainaMere']"
867,HaridasUikey10,"गरीब, जल थल पृथ्वी गगन में बाहर भीतर एक। पूर्ण ब्रह्म कबीर है, अविगत पुरुष अलेख।","Maharashtra, India","#GodMorningSaturday
Indian culture is considered to be the best culture in the whole world. But the film world did the work of destroying the entire humanity. In today's time, intoxication, obscenity, crime etc. from films https://t.co/w1MFp8iNDz",['GodMorningSaturday']
868,khushi019283,Advocate,"Islamabad, Pakistan","I am so disappointed by this tweet.Fear is the only key to deter such heinous crime ,for happening again .
U can't cash this case to get approve ur demands which can b approve otherwise.Its Justice for Noor and all The Noors,who has ever been tortured,raped and then brutaly killd https://t.co/TODyIokimf",[]
869,arjunransidvar,Sairat ❤️ Arjunkapoor,India,@ChotiDon007 Even if shows have big stars in it as it’s itv there’s always something ppl won’t like which is fine opinion differ but don’t troll one show so much have a laugh when your show gets trolled In return you can’t take it &amp; act like it’s a big crime,[]
870,iJayP_,Mankiska Kinkiska Kinkistha Paayaasaaaa.. மகிழ்வித்து மகிழ்! Sarcasm. Views are personal.,"Chennai, India","A decent crime investigative thriller! Nice screenplay. A good binge watch. 

#Vilangu #ZEE5 https://t.co/UleqwCijp6","['Vilangu', 'ZEE5']"
871,Adiba_tweets_,"ℙℝ𝕆𝕌𝔻 𝕋𝕆 𝔹𝔼 𝕄𝕌𝕊𝕃𝕀𝕄💞
                                                              2𝕟𝕕 𝕒𝕔𝕔𝕠𝕦𝕟𝕥 : @addi_itx

#PratikFam 💫",Jammu & Kashmir,"@Simran18838282 @Crime_Lover1 Byyyyy

#PratikSehajpal #NainaMere 

NAINA MERE POSTER OUT","['PratikSehajpal', 'NainaMere']"
872,JeevanSukhi,सुखी जीवन #CRO,"Haryana, India","@Adirocks31 Dear Mam pl respect the space which enrich your followers 
After completion of F&amp;FB process to unfollow is a crime 
My handle @JeevanSukhi got unfollowed 
hopefully you reconcile review and rectify 
thanks 🙏",[]
873,mheenarhlicious,21 & Minding my business💅 Pisces ♓️ Good vibes only💕 CARDI B🎀,jannah,@OfonObong @MkoTheComedian Na crime? He’s cool na,[]
874,MohandasNawa,9460056801,"Rajasthan, India","The future of our country depends on what’s being taught to our children and youth at present. If they watch #Bollywood movies, they can easily learn crime and vulgarity and if they listen to Supreme Saint’s knowledge, they can lead a peaceful and happy life.
#GodMorningSaturday https://t.co/wRP1PqDYQS","['Bollywood', 'GodMorningSaturday']"
875,noidapolice,#Police~Official Twitter account of Police Commissionerate Gautam Buddh Nagar. Pls do not report crime here. Not monitored 24/7. Dial 112 in case of emergency.,"Noida, India",@KushagraMalho11 You may lodge your  grievances/complaint on the cyber crime reporting portal https://t.co/uHNZTmIWI4. Help is also available on helpline number 155260. You may also visit the Police Station of your jurisdiction.,[]
876,GrvKmr11,"Smile like you've never cried😇
Fight like you've never lost🤘
Love like you've nvr hurt💗
Live like there's no tomorrow🙇
#Pahadi Boy 🤓 Proud to be #Indian🙏","New Delhi, India","#GodMorningSaturday
Movies are the school of crime. The activities shown in the films increase the crimes like rape, murder, theft, bribery etc. in the society, the films should be banned.
For more information visit the sant Rampal Ji Maharaj youtube channel.",['GodMorningSaturday']
