User,Tweet,Unnamed: 0,Date
TimesNow,"J&amp;K: Missing soldier in Kulgam kidnapped by terrorists, suspects Army.

https://t.co/Jq2BTmA1HH",,
TimesNow,"Report: Beware of 'virtual kidnapping', Maharashtra Cyber advises parents.

https://t.co/TKTxcVrrCO",,
TimesNow,"Report: 'Cases of kidnapping are increasing in UP at an alarming rate', says @priyankagandhi.

https://t.co/FiNEYTzpwN",,
TimesNow,"We are not bothered about what the Opposition is saying because it is the work of Opposition to accuse the ruling party: @anilasinghbjp, Spokesperson, BJP tells TIMES NOW on Gorakhpur child kidnapping and murder case. https://t.co/bkgRLazfnP",,
TimesNow,#Breaking | Four cops have been suspended in connection with kidnapping and killing case of the Kanpur youth Sanjeev Yadav. | Report by Amir Haque. https://t.co/vaawkkiC9M,,
TimesNow,"Watch: Woman takes on kidnappers to save her 4-year-old daughter in Delhi's Shakarpur area. The failed kidnapping bid was allegedly staged by the child's uncle who wanted to extort ransom from his brother.

TIMES NOW's Priyank with details. https://t.co/NmXLXwPzQ1",,
TimesNow,"Indian foreign ministry has been consistently stating that Kulbhushan Jadhav has been kidnapped and Pakistan was embarrassed in the ICJ over the same:  Maroof Raza, Consulting Editor, TIMES NOW over India getting consular access to Kulbhushan Jadhav. https://t.co/UIXLGDZL9t",,
TimesNow,"#Exclusive | As far as BJP is concerned, it is a rallying point today in the Kashmir Valley for all the patriots: @rammadhavbjp, National General Secretary, BJP tells Padmaja Joshi on @thenewshour AGENDA over the kidnapping of BJP leader in J&amp;K. https://t.co/xLdHdjjTBg",,
TimesNow,"#Exclusive | Standing up for India, the national flag and the Indian Constitution is a bold courage in the Valley: @rammadhavbjp, National General Secretary, BJP tells Padmaja Joshi on @thenewshour AGENDA over the kidnapping of BJP leader in J&amp;K. https://t.co/vCuJAgZb2e",,
TimesNow,"#Exclusive | Mainstream parties should now come forward and stand with the people of the Valley: @rammadhavbjp, National General Secretary, BJP tells Padmaja Joshi on @thenewshour AGENDA over the kidnapping of BJP leader in J&amp;K. https://t.co/w3cxpcIWEW",,
TimesNow,"#Exclusive | Law &amp; order situation in J&amp;K has improved tremendously: @rammadhavbjp, National General Secretary, BJP tells Padmaja Joshi on @thenewshour AGENDA over the kidnapping of BJP leader in J&amp;K. https://t.co/W6MkPGfDbH",,
TimesNow,"#Exclusive | In the case of Wasim Bari’s murder, there was definitely a major security lapse: @rammadhavbjp, National General Secretary, BJP tells Padmaja Joshi on @thenewshour AGENDA over the kidnapping of BJP leader in J&amp;K. https://t.co/G4Mnr5D6XD",,
TimesNow,"#Exclusive | We expect our kayakartas to be more careful and we will beef up security for karyakartas: @rammadhavbjp, National General Secretary, BJP tells Padmaja Joshi on @thenewshour AGENDA over the kidnapping of BJP leader in J&amp;K. https://t.co/Te47lDqdPZ",,
TimesNow,"#Breaking on @thenewshour with Navika Kumar | Forces rescue kidnapped J&amp;K BJP leader, but @OmarAbdullah questions J&amp;K Police. 

More details by TIMES NOW’s Pradeep Dutta. https://t.co/0rMAOVAiWo",,
TimesNow,"PDP &amp; NC workers have died in Kashmir saving the Kashmir for India: @IfraJan_, Columnist tells Rahul Shivshankar on INDIA UPFRONT over the kidnapping of BJP leader in J&amp;K. https://t.co/k3Dyoq10Gf",,
TimesNow,"Shashi Tharoor reduced the killing of Ajay Pandita to the killing of a Congressman: @Shehzad_Ind, Lawyer tells Rahul Shivshankar on INDIA UPFRONT over the kidnapping of BJP leader in J&amp;K. https://t.co/c6sPnuXL89",,
TimesNow,"Watch the faceoff between Sushil Pandit (@neelakantha), Activist and @VivekSrivastav_, Political Analyst on INDIA UPFRONT with Rahul Shivshankar over the kidnapping of BJP leader in J&amp;K. https://t.co/JCF0ZMHHrh",,
TimesNow,Watch: The debate gets heated on INDIA UPFRONT with Rahul Shivshankar over the kidnapping of BJP leader in J&amp;K. https://t.co/zi7us6qjJB,,
TimesNow,"Kashmir was always with India: @VivekSrivastav_, Political Analyst tells Rahul Shivshankar on INDIA UPFRONT over the kidnapping of BJP leader in J&amp;K. https://t.co/fuOlL9Hl9x",,
TimesNow,"It is not for the 1st time that political workers are getting kidnapped in J&amp;K: @IfraJan_, Columnist tells Rahul Shivshankar on INDIA UPFRONT over the kidnapping of BJP leader in J&amp;K. https://t.co/zcm4TMpyrO",,
TimesNow,"Ajay Pandita and Waseem Bari were shot dead, and now, BJP leader Mehraj kidnapped by terrorists in J&amp;K’s Sopore.

Tune in to TIMES NOW with Rahul Shivshankar on INDIA UPFRONT. https://t.co/9Ty07imcdP",,
TimesNow,"Ajay Pandita and Waseem Bari were shot dead, and now, BJP leader Mehraj kidnapped by terrorists in J&amp;K’s Sopore.

Watch Rahul Shivshankar on INDIA UPFRONT tonight at 8:30 PM. https://t.co/kR2wYataAB",,
TimesNow,"Ajay Pandita and Waseem Bari were shot dead, and now, BJP leader Mehraj kidnapped by terrorists in J&amp;K’s Sopore.

Join Rahul Shivshankar on INDIA UPFRONT tonight at 8:30 PM. https://t.co/u1A8Bo0Rb2",,
TimesNow,"Ajay Pandita and Waseem Bari were shot dead, and now, BJP leader Mehraj kidnapped by terrorists in J&amp;K’s Sopore.

Watch Rahul Shivshankar on INDIA UPFRONT tonight at 8:30 PM. https://t.co/GQlREMhHvi",,
TimesNow,"Ajay Pandita and Waseem Bari were shot dead, and now, BJP leader Mehraj kidnapped by terrorists in J&amp;K’s Sopore.

Join Rahul Shivshankar on INDIA UPFRONT tonight at 8:30 PM. https://t.co/RHqBHVHaj5",,
TimesNow,"It is condemnable that political persons are being terrorised, killed and kidnapped, @JohnDayal, Human Rights Activist tells TIMES NOW. https://t.co/eLTydhme5L",,
TimesNow,"BJP leader kidnapped by terrorists in J&amp;K's Baramulla.

https://t.co/ZJP8GY91dn",,
TimesNow,"#Breaking | A BJP leader has been kidnapped by suspected terrorists in J&amp;K.

TIMES NOW's Mir with details. https://t.co/WHevgi7J6M",,
TimesNow,"#Breaking | A BJP leader has been kidnapped by suspected terrorists in J&amp;K.

TIMES NOW's Mir with details. https://t.co/gEBlQnpLyD",,
TimesNow,"'What's the ransom?' Ill-packaged mirror delivered to student looks like it was kidnapped.

https://t.co/Dh5ILqNc1B",,
TimesNow,"Abduction in Islamabad after espionage in Delhi as 2 Indian staffers kidnapped.
Slapped with fake hit &amp; run charge, Pak mocks diplomatic norms.
‘Dialogue doves embolden Pak?’

Rahul Shivshankar &amp; Navika Kumar on EXPLOSIVE #EXCLUSIVE. | #PunishKidnapperPak https://t.co/1kKpTxat1A",,
TimesNow,"This is kidnapping just like they did to Kulbhushan Jadhav: Major Gen (Retd) @GeneralBakshi, Defence Expert tells TIMES NOW. |  #PunishKidnapperPak https://t.co/9XBX9QHCii",,
TimesNow,"Abduction in Islamabad after espionage in Delhi. 2 Indian staffers have been kidnapped.

Slapped with fake ‘hit &amp; run’ charge, Pak mocks diplomatic norms &amp; resorts to the cheapest tactics.

Details by TIMES NOW’s Nikunj Garg. | #PunishKidnapperPak https://t.co/BLxejd58td",,
TimesNow,"#Exclusive | MEA summons Pakistan’s acting High Commissioner as Pak ISI kidnapped 2 Indian officials from the Indian High Commission in Islamabad. 

Srinjoy &amp; Prashant with more details. https://t.co/O86wq8xYIS",,
TimesNow,"Throwback: When India’s fifth richest man was kidnapped for ransom.

https://t.co/hrhlZgTyDc",,
TimesNow,"Bengaluru woman gets husband kidnapped after he started living with second wife.

https://t.co/iyASkHnw6t",,
TimesNow,"#Breaking 1st on TIMES NOW | Crimes against women amid COVID pandemic. 
SHOCKING VISUAL: A girl from Haryana’s Jhajjar was kidnapped in broad daylight. 

Gurpreet with more details. https://t.co/U3e7nfrgHe",,
TimesNow,"UP man 'kidnapped and murdered' 7 years ago returns home, police to book his father for misleading them.

https://t.co/7Igm0jJ8rS",,
TimesNow,"#Breaking | BJP kidnapped our 22 MLAs to destabilise our Govt: Madhya Pradesh CM @OfficeOfKNath briefs media. | #MPFloorTest

Watch: https://t.co/LnIpcY13NT https://t.co/AxgGdjvOjs",,
TimesNow,"#Live | BJP 'kidnapped' our 22 MLAs &amp; took them to Bengaluru...People will never forgive them: Madhya Pradesh CM @OfficeOfKNath briefs media.

Listen in. | #MPFloorTest https://t.co/3GRtB6vxjw",,
TimesNow,"The MLAs have already addressed the media. They could've easily made an accusation if they were actually kidnapped: @SudeshBJP, Spokesperson, BJP tells TIMES NOW. | #CongTakeTheTest https://t.co/rFi9DpcPRD",,
TimesNow,"The fact is that Congress MLAs have been kidnapped: Danish Rizwan, Spokesperson, HAM tells TIMES NOW. | #CongTakeTheTest https://t.co/TTI2YEhE1A",,
TimesNow,"If the MLAs were kidnapped, any of their family members would've filed a complaint: Sujoy Kantawala, Lawyer tells TIMES NOW on Madhya Pradesh crisis. https://t.co/kQ50QA1DUf",,
TimesNow,"#Breaking | @INCIndia repeats 'kidnap' charge in SC.

Congress accuses BJP of kidnapping MLAs.

MLAs reject kidnap charge, but Congress lies. 

Harish Nair with details. https://t.co/r5qkzvceGb",,
TimesNow,"The fact is that the @INCIndia MLAs were not kidnapped, but they 'flew away': @JournoSanjeev, Political Analyst tells TIMES NOW. | #MPFloorTest https://t.co/nKmgL8DseJ",,
TimesNow,".@JM_Scindia kidnapped 20 MLAs just for a Rajya Sabha seat: @ARanganathan72, Author tells Rahul Shivshankar on INDIA UPFRONT. | #ScindiaBJPKeSaath 

LIVE: https://t.co/YwECz0zJBo https://t.co/RYtkl1Lu5s",,
TimesNow,"Gang of goons attacked and kidnapped inter-caste couple in Tamil Nadu.

https://t.co/sWT6R7HFAz",,
TimesNow,"Gujarat police officers probing a kidnapping case against Nithyananda, have allegedly shown porn content to the children of his ashram during the probe.

https://t.co/Puw2WrAPeU",,
TimesNow,"A UK court ruled that Dubai’s ruler @HHShkMohd orchestrated the kidnapping of two of his daughters and intimidated his former wife with fear tactics forcing her to flee London.

https://t.co/E9Lp4CQwjT",,
TimesNow,"#TahirOnTheRun | AAP's @tahirhussainaap is on the run after being booked for murder &amp; kidnapping.
A forensic team was at residence of suspended AAP councillor @tahirhussainaap to investigate criminal charges.
TIMES NOW tracks the aftermath. | INDIA UPFRONT with Rahul Shivshankar. https://t.co/F4dYLOP3M2",,
TimesNow,"AAP's @tahirhussainaap is on the run after being booked for murder &amp; kidnapping.
A forensic team was at the residence of suspended AAP councillor @tahirhussainaap to investigate the criminal charges against him. 

More details by TIMES NOW's Priyank &amp; Wajihulla. | #TahirOnTheRun https://t.co/xgCqja8G5c",,
TimesNow,"AAP's @tahirhussainaap is on the run after being booked for murder &amp; kidnapping. 

LIVE details by Mohit Bhatt. | #TahirOnTheRun https://t.co/GS2mYk9OrM",,
TimesNow,"Crime Branch team at suspended AAP Councillor @tahirhussainaap's residence. 

The forensic team is also present &amp; the area has been cordoned off.

Tahir Hussain has gone missing after he was booked for murder &amp; kidnapping. 

LIVE details by  Mohit Bhatt. | #TahirOnTheRun https://t.co/H1cKVNyPlC",,
TimesNow,"Suspended AAP Councillor @tahirhussainaap goes missing, a day after an FIR was filed against him. 

Tahir Hussain has been booked for murder &amp; kidnapping. 

Details by Sherine &amp; Siddhant. | #TahirOnTheRun https://t.co/r9Jps1wamW",,
TimesNow,"Suspended AAP Councillor @tahirhussainaap goes missing, a day after an FIR was filed against him. 

Tahir Hussain has been booked for murder &amp; kidnapping. 

Details by Priyank. | #TahirOnTheRun https://t.co/1kHnaZVfhy",,
TimesNow,"AAP's @tahirhussainaap is on the run after being booked for murder &amp; kidnapping. 

A thorough investigation by the Forensic team is currently underway at his 'riot factory'. 

LIVE details by Mohit Bhatt. https://t.co/hR55tUzDdS",,
TimesNow,"Suspended AAP Councillor @tahirhussainaap goes missing, a day after an FIR was filed against him. 

Tahir Hussain has been booked for murder &amp; kidnapping. 

Details by Sherine &amp; Siddhant. | #DelhiRiotTruth https://t.co/yT0OlSpVj1",,
TimesNow,"#Breaking | Suspended AAP Councillor @tahirhussainaap goes missing, a day after an FIR was filed against him. 

Tahir Hussain has been booked for murder &amp; kidnapping. 

Details by Priyank. | #DelhiRiotTruth https://t.co/m597SFvR1P",,
TimesNow,"A christian girl was kidnapped, converted to Islam and married off to abductor in Pakistan. Now the court has killed her last hope.

https://t.co/gZmspDyJnH",,
TimesNow,"Man who held children hostage in Farrukhabad watched YouTube videos about bombmaking and kidnapping.

https://t.co/XPpHAe0uUy",,
TimesNow,"Report: 18 Indians kidnapped by pirates near Nigerian coast released.

https://t.co/KIubxoDI02",,
TimesNow,#Breaking | Swami Nithyananda has fled India after he was booked for allegedly kidnapping &amp; abusing minor girls. | #LockupNithyananda https://t.co/Flrs4X3UDf,,
TimesNow,"Self-styled godman Nithyananda has been booked &amp; 2 of his managers have been arrested for allegedly kidnapping &amp; abusing minor girls.

TIMES NOW's Shabbir with more details. | #LockupNithyananda https://t.co/8vMuhgyf8f",,
TimesNow,"Cops book Swami Nithyananda, raid his ashram &amp; arrest 2 of his managers for allegedly kidnapping &amp; abusing minor girls.

Deepak Bopanna with more details. | #LockupNithyananda https://t.co/9wHyQoR02V",,
TimesNow,"#LockupNithyananda | Self-styled godman Nithyananda has been booked &amp; 2 of his managers have been arrested for allegedly kidnapping &amp; abusing minor girls.
Listen in: Victims’ father speaks to TIMES NOW.

Deepak Bopanna with more details. https://t.co/WIAWLDntOP",,
TimesNow,"#Breaking | Self-styled godman Nithyananda has been booked &amp; 2 of his managers have been arrested for allegedly kidnapping &amp; abusing minor girls.
Listen in: Victims’ father speaks to TIMES NOW.

Deepak Bopanna with more details. https://t.co/EgjTGgF23R",,
TimesNow,"#Breaking | Shocking visuals of abduction caught on camera. A man was kidnapped in daylight in Karnataka.

More details by TIMES NOW's Deepak. https://t.co/PDtKvTBD1d",,
TimesNow,"In another case, Unnao rape victim kidnapped, raped for 9 days by 3 people, alleged CBI.

https://t.co/lig18GYliz",,
TimesNow,"In another case of forced conversion, a Hindu girl was kidnapped by Muslim men and forcefully converted to Islam in Pakistan’s Sindh.

https://t.co/fxgTRrK7Lj",,
TimesNow,"#Breaking | No place for minorities in Pakistan.
Another Hindu girl kidnapped in the Sindh province. Pakistan PM @ImranKhanPTI’s ‘Naya’ Pakistan lies exposed.
TIMES NOW’s Pradeep Dutta with details. Listen in. https://t.co/pQ9YK5EWqI",,
TimesNow,"I think it is not about Pakistan, even the muslim girls get kidnapped and murdered: @Qamarcheema, Political Analyst tells Padmaja Joshi on @thenewshour Agenda. | #PakHatesHindus https://t.co/O2RcyEFQRK",,
TimesNow,"The Sikh girl, who was purportedly kidnapped and forced to convert to Islam in Pakistan, has returned home.

https://t.co/ZDWCXxkSAy",,
TimesNow,"Kidnapping an Indian citizen from a third country is a crime: Major General (R), @GeneralBakshi tells TIMES NOW. https://t.co/pPWkrNoTVZ",,
TimesNow,"#SikhsSlamPak | MEA shared the concerns regarding Jagjit Kaur, the Sikh girl who was forcefully kidnapped and converted, with the Government of Pakistan and asked for immediate remedial action.

https://t.co/sAUKhh9wgj",,
TimesNow,"Pak Sikh kidnapped &amp; converted, Sikhs forced into accepting Islam.

Sidhu &amp; Khalistan proxies on test.

As #SikhsSlamPak can they stay quiet?

Tune in to TIMES NOW with Rahul Shivshankar on INDIA UPFRONT. | Tweet with #SikhsSlamPak https://t.co/sRBlm42bYl",,
TimesNow,"Pak Sikh kidnapped &amp; converted, Sikhs forced into accepting Islam.

Sidhu &amp; Khalistan proxies on test.

As #SikhsSlamPak can they stay quiet?

Join Rahul Shivshankar on INDIA UPFRONT tonight at 8:30 PM. | Tweet with #SikhsSlamPak https://t.co/fcon20OTIR",,
TimesNow,"#SikhsSlamPak | Sikhs expose Pak solidarity sham after Pak Sikh kidnapped &amp; converted.
Sikhs forced into accepting Islam.

Listen in. https://t.co/FBRAprN3z8",,
TimesNow,"At the ICJ, India submitted that Pakistan 'kidnapped' Kulbhushan Jadhav from Iran on March 3, 2016, where he was carrying out personal business. | #IndiaJadhavVictory

https://t.co/Thog0GqEks",,
TimesNow,"Republic of Pakistan kidnapped Kulbhushan Jadhav: @GeneralBakshi, Defence Analyst, tells @PadmajaJoshi on INDIA UPFRONT. | #IndiaJadhavVictory https://t.co/0oQ6Y5qGwh",,
TimesNow,"Open ‘hooliganism’ by Congress leaders in Karnataka. ‘Kidnapped’ rebel grilled by Congress? Are MLAs captive to save Sarkar in Karnataka? Can Congress defend this hooliganism?

Share your view with @PadmajaJoshi on @thenewshour AGENDA. | Tweet with #DemocracyDerailed https://t.co/cVWSJ50PQu",,
TimesNow,"Open ‘hooliganism’ by Congress netas in Karnataka. ‘Kidnapped’ rebel grilled by Congress? Are MLAs captive to save Sarkar in Karnataka? Can Congress defend this hooliganism?

Tune in to TIMES NOW with @PadmajaJoshi on @thenewshour AGENDA. | Tweet with #DemocracyDerailed https://t.co/sTgyDGCqNV",,
TimesNow,"Open ‘hooliganism’ by Congress netas in Karnataka. ‘Kidnapped’ rebel grilled by Congress? Are MLAs captive to save Sarkar in Karnataka? Can Congress defend this hooliganism?

Watch @PadmajaJoshi on @thenewshour AGENDA tonight at 10:30 PM. | Tweet with #DemocracyDerailed https://t.co/4qN45o02Sy",,
TimesNow,"Open ‘hooliganism’ by Congress netas in Karnataka. ‘Kidnapped’ rebel grilled by Congress? Are MLAs captive to save Sarkar in Karnataka? Can Congress defend this hooliganism?

Join @PadmajaJoshi on @thenewshour AGENDA tonight at 10:30 PM. | Tweet with #DemocracyDerailed https://t.co/GG93qVSl7P",,
TimesNow,"Open ‘hooliganism’ by Congress netas in Karnataka. ‘Kidnapped’ rebel grilled by Congress? Are MLAs captive to save Sarkar in Karnataka? Can Congress defend this hooliganism?

Share your view with @navikakumar on @thenewshour. | Tweet with #DemocracyDerailed https://t.co/WxON6N3wTk",,
TimesNow,"‘Kidnapped’ rebel grilled by Congress? Are MLAs captive to save Sarkar in Karnataka?

Join @navikakumar on @thenewshour tonight at 9:30 PM. | Tweet with #DemocracyDerailed https://t.co/LJ0wMxfOkA",,
TimesNow,"Open ‘hooliganism’ by Congress netas in Karnataka. ‘Kidnapped’ rebel grilled by Congress? 

Join @navikakumar on @thenewshour tonight at 9:30 PM. | Tweet with #DemocracyDerailed https://t.co/v16NfOEznH",,
TimesNow,"Open ‘hooliganism’ by Congress netas in Karnataka. ‘Kidnapped’ rebel grilled by Congress? Are MLAs captive to save Sarkar in Karnataka? Can Congress defend this hooliganism?

Share your view with @PadmajaJoshi on INDIA UPFRONT. | Tweet with #DemocracyDerailed https://t.co/K3cC1FnfmE",,
TimesNow,"Kidnapped’ rebel grilled by Congress? Are MLAs captive to save Sarkar in Karnataka? Can Congress defend this hooliganism?

Tune in to TIMES NOW with @PadmajaJoshi on INDIA UPFRONT. | Tweet with #DemocracyDerailed https://t.co/nA1qjDgXdg",,
TimesNow,"Open ‘hooliganism’ by Congress netas in Karnataka. ‘Kidnapped’ rebel grilled by Congress? Are MLAs captive to save Sarkar in Karnataka?

Join @PadmajaJoshi on INDIA UPFRONT tonight at 8 PM. | Tweet with #DemocracyDerailed https://t.co/83HvTeuINz",,
TimesNow,"‘Kidnapped’ rebel grilled by Congress? Are MLAs captive to save Sarkar in Karnataka? 

Watch @PadmajaJoshi on INDIA UPFRONT tonight at 8 PM. | Tweet with #DemocracyDerailed https://t.co/wN78zX33B7",,
TimesNow,"Look in to the high drama inside Karnataka Vidhana Soudha where rebel Congress MLAs ‘kidnapped’ by State Minister @thekjgeorge.

TIMES NOW’s @madhavgk, @dpkBopanna &amp; Imran Khan with more details. | #DemocracyDerailed https://t.co/57ZE2rSliP",,
TimesNow,"N Srinivas Rao, a local Telangana Rashtra Samithi leader, was beaten up, kidnapped and ""taken away"" from a Telangana village around Monday midnight.

https://t.co/81Md5CDcud",,
TimesNow,Was a Hindu boy really kidnapped by a ‘Muslim mob’ in Old Delhi? Is the ‘kidnapping’ connected to the vandalism of temple in Chandni Chowk? Fact check. https://t.co/MVF9C5n6AN,,
TimesNow,"#Breaking | A toddler kidnapped, raped and murdered in Telangana. https://t.co/Lm7uHDVFOq",,
TimesNow,"The CBI on Thursday said that it has registered a case against a former member of parliament Ateeq Ahmed and others allegedly for kidnapping and assaulting a real estate dealer.

https://t.co/BfySp9Nm4H",,
TimesNow,"The girl was kidnapped on May 30. Police took 30 hours to register the FIR: Tahira Hasan, Activist. |  #JusticeForGudiya https://t.co/BqWGnPTwOM",,
TimesNow,"After the Alwar gang rape case, two more cases of rape have surfaced. In Dholpur, 8-year-old was raped after being abducted &amp; in Alwar, 14-year-old was kidnapped &amp; gang raped by 3 people. CM Ashok Gehlot is busy campaigning in Delhi &amp; is operating his office from Jodhpur house. https://t.co/ueSiZVIkWn",,
TimesNow,"#NewsAlert | Setback to Separatist Leader Yasin Makin as J&amp;K court rejects his plea for transfer of case. Instead of Delhi, Malik wanted trial in Srinagar in a 30-year-old kidnapping case. https://t.co/iGTtQETVJg",,
TimesNow,"The case revolves around a 16-year-old boy who was allegedly kidnapped by some members of Shikalgar community in the Phule Nagar area.
https://t.co/Nixk3enF3f",,
TimesNow,"A man, who allegedly helped in performing the wedding of two Hindu minor girls, who were allegedly kidnapped and forcefully converted to Islam in Pakistan, has been arrested. 

https://t.co/aYTx259b1W",,
TimesNow,"Recently, two minor Hindu girls Reena and Raveena from village Hafiz Salman near the town of Daharki in Sindh were kidnapped and forced to convert to Islam 
https://t.co/xVLHUj4nJN",,
TimesNow,"J&amp;K High Court accepts CBI plea, transfers Yasin Malik's 30-year-old kidnapping case from Srinagar to Jammu | Click here: https://t.co/ZmXuy1Yg15 https://t.co/ixn6vS2x9c",,
TimesNow,"An army Jawan Mohammad Yaseen Bhat has reportedly been kidnapped by suspected militants from his residence at Qazipora Chadura in Central Kashmir 's Budgam district.
https://t.co/5kmhL3BaAE",,
TimesNow,"Seventy-nine school students were kidnapped on Monday in an English-speaking region of Cameroon

READ: https://t.co/83pT0XQCRU https://t.co/kHSOpPrcig",,
TimesNow,"79 school students were kidnapped on Monday in an English-speaking region of Cameroon where separatists are fighting an armed campaign for independence, a government source said

Report: https://t.co/83pT0XQCRU https://t.co/U8TiVglT4D",,
TimesNow,Bullet-ridden body of a sub-inspector found in Pulwama district of Jammu and Kashmir. He was kidnapped by terrorists last evening https://t.co/RUCu1D7MSo,,
TimesNow,"Africa's youngest billionaire was kidnapped by gunmen in Tanzania's economic capital Dar es Salaam, officials said

https://t.co/T2hU2YpP4a",,
TimesNow,"The minor girl was allegedly kidnapped, drugged and raped inside a place of worship before being killed.
https://t.co/JXCMTNeCwf",,
TimesNow,"North Korea kidnapped scores of Japanese citizens in the 1970s and 1980s to train the regime's spies in Japanese language and culture
https://t.co/fYcokM2BWH",,
TimesNow,"Veerappan and his 14 associates kidnapped Kannada star Rajkumar from his farm house in Dhodda Gajanure village in Tamil Nadu on July 30, 2,000 at gunpoint, according to the prosecution.
https://t.co/lTJKi4uPjh",,
TimesNow,"The kidnapping was confirmed by a fellow mine worker who said the three men ""left the site (of the mine) around 8:00 am and by 10:00 am they had no more news of them""
https://t.co/2c2xhtZrMI",,
TimesNow,"Toni Robinson, 26, has a bad reputation for kidnapping other people’s dogs

https://t.co/t9S58dPumq",,
TimesNow,"Terrorists in Kashmir resort to kidnapping the family members of security personnel deployed in the state as at least 11 abductions have taken place in the last 48 hours

@Srinjoy_C with the details #KashmirKidnappings https://t.co/0tJLtnhE8l",,
TimesNow,"The alleged rape victim is a resident of Gautam Buddh Nagar district's Dastampur village, near Jewar. She was returning home on August 24, when the attackers kidnapped her.

https://t.co/JCZK5kUMn0",,
TimesNow,"The girl was kidnapped while she was waiting to be picked up by her father outside her school in Mandsaur

https://t.co/280GcqHwhM",,
TimesNow,"After 20 years, a 62-year-old woman was arrested by Delhi Police as cases of murder, contract killing, extortion, kidnapping and robbery were registered against her

https://t.co/KeQDsbv3Fl",,
TimesNow,"Philippine President Rodrigo Duterte said on Friday he might send the navy's most modern frigate to waters off Libya in a bid to ""save"" three Filipinos and a South Korean kidnapped last month
https://t.co/NzDXstIYyO",,
TimesNow,"Subhash was kidnapped when he was on his way back home on Thursday

https://t.co/gJEEi3d8yG",,
TimesNow,LISTEN IN: Pakistani abductors demanding ransom from a family in the heart of India for their kidnapped son in Malaysia #PakRansomTape https://t.co/ZAlP4JJO2o,,
TimesNow,"Pakistan has stooped to a new low. It is not resorting to abduction for raising cash to pay its debts, innocent Indians are being lured on the promise of jobs and then kidnapped abroad to demand ransom from their families @NikunjGargN with details #PakRansomTape https://t.co/0jUQKZNO2g",,
TimesNow,"ISI backed abduction gang kidnapping Indians abroad to raise cash

Aastha Modi, SSP, Haryana Police tells @NikunjGargN how an Indian was trapped in the web of Pak abductors | #PakRansomTape https://t.co/Jk8bjpwrJ6",,
TimesNow,"Pak is resorting to abduction for raising cash. Innocent Indians are being lured on the promise of jobs and then kidnapped abroad 

@NikunjGargN Tells you about this | #PakRansomTape https://t.co/iwyP9m71IJ",,
TimesNow,"JUST IN: Shocker from Dewas, MP: A man and a woman were beaten up by the mob under suspicion of having kidnapped a child. Police has launched an investigation in the matter https://t.co/FtItysnUI2",,
TimesNow,"BJP accuses TMC goons of kidnapping successful BJP candidates, who won the polls and forcing them to join the TMC, as they plan to move 3000 of its candidates to other states in a bid to shield them from assault and threat to life #BengalPollBawal https://t.co/eiKHKKCGni",,
TimesNow,"The workers and employees of TAPI project suffered a terrorist attack by the armed enemy in which the militants killed five of them and kidnapped the sixth one 

https://t.co/XzXZdlPTOd",,
TimesNow,"Some of our legislators were kidnapped but as an when they got an opportunity to reach the assembly, they stood by the party: Ghulam Nabi Azad, Senior Cong leader | #YeddyStepsDown https://t.co/4PGWIj9ekK",,
TimesNow,"According to the police, the crime pattern was analysed and it came to the fore that in 8 out of 10 rape / kidnapping cases, women had been assaulted by their acquaintances and not strangers

https://t.co/8N4brcATTJ",,
TimesNow,"#BREAKING 6 Indians abducted in Baghlan, kidnapped on their way to work, MEA monitoring situation https://t.co/9w8bTx0YMW",,
TimesNow,"#BREAKING: 6 Indian workers have been abducted while they were on their way to an inspection plant in Afghanistan. Reports suggest that the kidnapping may be linked to Taliban

More details on: https://t.co/j07c0WICgD https://t.co/xd71OWtIp3",,
TimesNow,"The investigators say the girl, who was kidnapped on January 10, was first raped the same day by Ram's nephew, a juvenile, and was killed on January 14
https://t.co/J44rInv5yl",,
TimesNow,"The charge sheet revealed chilling details about how the girl was allegedly kidnapped, drugged, raped inside a place of worship before being killed

https://t.co/BT7dn3K1gQ",,
TimesNow,"The Neta kidnapped the victim to hide his crime, says Uncle of Unnao Victim, #BJPMocksBetiBachao https://t.co/cx5CqPpurd",,
TimesNow,J&amp;K: Two women were critically injured in Bandipora's Hajin area after terrorists attacked their home and kidnapped three male members of their family https://t.co/DgJjNdDtFY,,
TimesNow,"Kidnapped Delhi University student found murdered
https://t.co/rIEFFAvUDw",,
TimesNow,"Found mass graves of 39 kidnapped Indians in Mosul. Victims are from the states of Bihar, Punjab, Himachal and West Bengal: External Affairs Minister Sushma Swaraj #BudgetSession https://t.co/P6XcsqyHRZ",,
TimesNow,39 Indians kidnapped in Iraq are dead: External Affairs Minister Sushma Swaraj #BudgetSession https://t.co/R6f4dcAR3l,,
TimesNow,"39 Indians kidnapped in Iraq are dead: External Affairs Minister Sushma Swaraj, addressing Rajya Sabha over Indians stranded in Iraq #BudgetSession https://t.co/KKU3IOiZJz",,
TimesNow,"More than 100 girls were missing, police said, two days after a Boko Haram attack on their school in northeast Nigeria that has raised fears of a repeat of the 2014 Chibok kidnapping that shocked the world

https://t.co/opfvYNo3Vp",,
TimesNow,Group of men seen pushing their victim in a car in Mysuru as one of them involved in the kidnapping has been arrested https://t.co/j3IGnZoZvN,,
