User,Tweet
timesofindia,"Woman gang-raped in moving car, thrown out of vehicle https://t.co/PvOsVYDKIE via @TOINoida https://t.co/cbsC6Mqzpi"
timesofindia,"Woman allegedly gang-raped in Haryana, thrown out of the car in Greater Noida by the accused. Police investigation underway, reports ANI"
timesofindia,"Teen raped by 6 minors, flung on railway tracks https://t.co/cnMiAhw7sE via @TOICitiesNews https://t.co/KlfcGe7cSb"
timesofindia,I recognize two people &amp; one person has been arrested: Brother of victim who was allegedly raped and thrown off a train in Lakhisarai (ANI) https://t.co/MLwjAXjonZ
timesofindia,Girl in critical condition after being allegedly raped &amp; thrown from a train at Kiul Railway Station in Bihar's Lakhisarai: ANI https://t.co/SLDsuBTC2D
timesofindia,"20-year-old raped, blackmailed with clips for a year https://t.co/grNh9a3HA0 via @TOIGurgaon https://t.co/g2gSmbEFro"
1stIndiaNews,"Woman allegedly molested in Madhya Pradesh's Tikamgarh last night, reached police station with torn clothes. Police registers case"
timesofindia,Woman allegedly raped on moving train between Mumbai and Surat https://t.co/QhFbZxubzy via @TOICitiesNews https://t.co/o7cHCuoZEE
timesofindia,Class II girl raped by school peon in Una https://t.co/q5Xx9CcRfw via @TOICitiesNews https://t.co/b7Qvv1UcpG
timesofindia,"Woman allegedly molested in an auto-rickshaw in Thane, Mumbai; police investigation underway, reports ANI"
timesofindia,"Tamil Nadu: 15-year-old gang-raped in bus, 4 arrested https://t.co/G263g1zTSo via @TOICitiesNews https://t.co/9cEJ69PRRQ"
timesofindia,Woman raped hours before wedding in West Godavari district https://t.co/UV4hOh6ocn via @TOICitiesNews https://t.co/IaWJerSfF7
timesofindia,"Mentally disabled woman allegedly chained, molested at a rehab center in Hyderabad; investigation underway: ANI https://t.co/QlSrVJdbvj"
timesofindia,"UP horror: Women molested in broad daylight in Rampur, video goes viral https://t.co/thmynFn7jt via @TOICitiesNews https://t.co/RZHGC7fzoe"
1stIndiaNews,"#up: 14 लड़कों ने सरेआम 2 लड़कियों से की अश्लील हरकत, #Video बना कर किया #viral
https://t.co/bHHdxo3wsd

#UttarPradesh #Rampur #molested https://t.co/qzvIUNv4xQ"
timesofindia,"Man raped NRI at hotel, held https://t.co/scGAnyG7Y5 via @TOIDelhi https://t.co/03rVNA1uOh"
timesofindia,"UP man tied to tree, wife gang-raped https://t.co/dknnnSn6CG via @TOICitiesNews https://t.co/sDCORjx9dU"
timesofindia,"The women were taken to another spot and raped, said one of the victims looted while travelling from Jewar to Bulandshahr: ANI"
timesofindia,Two minor girls allegedly gang-raped at gun-point by a ration shop dealer in UP's Muzaffarnagar; case registered: ANI
timesofindia,"Woman gang-raped in moving car in Gurugram https://t.co/BTSpMRfEr7
(Representative image) https://t.co/JJQvuDFWdi"
timesofindia,"Raped 75-year-old identifies accused among protesters
https://t.co/8mrMVw88Le https://t.co/ggEnCXKX23"
timesofindia,"Woman gang raped, body mutilated in Haryana https://t.co/C0v9f78a8l via @TOICitiesNews https://t.co/yAINFLlYyD"
timesofindia,"Woman gang raped, body mutilated in Haryana https://t.co/C0v9f78a8l via @TOICitiesNews https://t.co/isODmxH4OQ"
timesofindia,"2 men who raped 2 ragpickers, killed one, get death rap https://t.co/8e66qqthU7 via @TOICitiesNews https://t.co/RJUaZovHM6"
timesofindia,"3 women raped in passenger van in Assam, two arrested https://t.co/RrFhGEJcAG via @TOICitiesNews https://t.co/pUpDSi3vEs"
timesofindia,‘Insensitive’ min says what govt can do if baby is raped https://t.co/kUibkpmynB via @TOICitiesNews https://t.co/KxrFr3li2v
timesofindia,"4-year-old girl molested in school cab, driver arrested https://t.co/KO4LjXZExv via @TOIDelhi https://t.co/zTN7niPPZq"
timesofindia,"Husband tied up, woman raped by 8 on UP highway https://t.co/BVECBaYQ58 via @TOICitiesNews https://t.co/XGoNMS0HWU"
timesofindia,"Girl raped by Facebook 'friend', lodge manager in Puducherry https://t.co/iuw7jTPXP3 via @TOICitiesNews https://t.co/bxaC54FK8c"
timesofindia,Supreme Court refuses to commute death penalty it had awarded to a man who had raped and murdered a 4-year-old girl in Maharashtra
timesofindia,Woman raped by six with job ruse in Gurugram https://t.co/CC7eA1nfjG via @TOIGurgaon https://t.co/bIz4UGytqf
timesofindia,"Minor girl allegedly raped inside a moving car in Kolkata last night after being lured with a chocolate, accused arrested (ANI)"
timesofindia,"Five-year-old girl allegedly raped by neighbor in Ghaziabad's Masuri after being lured with chocolate, accused arrested (ANI)"
timesofindia,"A girl's body was found hanging inside her house in Kuwargaon area of UP's Badaun, two days after she was allegedly raped by a man (PTI)"
timesofindia,"Minor girl allegedly raped in a field in Indore, Madhya Pradesh; accused absconding: ANI
https://t.co/R4JpQWNEPC"
timesofindia,"Woman molested, thrashed in Gondal village ends life https://t.co/X1Z4K5olFR via @TOICitiesNews https://t.co/s2B1G16zns"
timesofindia,"A 57-year-old woman allegedly raped in Trivandrum, Kerala. Police registered case, investigation on, reports ANI"
timesofindia,"A policeman's 14-year-old daughter allegedly raped by a boxing player in Bhopal. Case registered and accused arrested, reports ANI"
timesofindia,30-year-old woman molested inside posh nightclub at Park Street https://t.co/x0wQFMbt3F via @TOICitiesNews https://t.co/a2BCWsMhPu
timesofindia,"Minor kidnapped by co-worker, raped for 5 months by 5 men
https://t.co/9TEpGbHocy https://t.co/mkdJjDynqb"
timesofindia,"Journalist molested in a bus, calls to police go unheeded https://t.co/R62znRit0Q via @TOICitiesNews https://t.co/NlGhdsiF0Q"
timesofindia,"Teenage girl gang raped, burnt alive in Mirzapur https://t.co/7NfHUDQjNk via @TOICitiesNews https://t.co/pVU76Zk1kU"
timesofindia,Austrian tourist molested by parlour manager in Udaipur https://t.co/a6MqXyksPN via @TOICitiesNews https://t.co/5jveX8Cnss
timesofindia,"Jharkhand woman raped, forced to conceive by placement agents https://t.co/GDYWWYWHbH https://t.co/1z54ZO7T0B"
timesofindia,"Woman gang-raped, falls off 5-storey building terrace while fleeing, survives https://t.co/GvZhF8thFj via @TOIMumbai https://t.co/q2T5yqDUym"
timesofindia,"Irish woman was raped in Goa, confirms postmortem report
https://t.co/YJxdgaRm2G https://t.co/3PwVXJmC4O"
timesofindia,"Girl molested in Moradabad, residents block roads https://t.co/FFCNRMhSyJ"
timesofindia,"Irish woman was raped, then killed with a beer bottle, claim Goa cops https://t.co/svhhvoIfhB via @TOICitiesNews https://t.co/RelsoxFxpC"
timesofindia,"Irish woman was raped, then killed with a beer bottle, claim Goa cops https://t.co/svhhvoZQ99 via @TOICitiesNews 

(Representative image) https://t.co/e61xshxbRw"
timesofindia,7 minor girls from orphanage molested in Kerala https://t.co/QJwYUEtv9X https://t.co/LGb5FpbpcD
timesofindia,"Six minors from an orphanage in Wayanad, Kerala, allegedly molested: ANI
https://t.co/R4JpQWNEPC"
timesofindia,.@sonamakapoor: I was molested in a movie hall at 13 https://t.co/7Dk1iPWSU7 via @MissKyra12 https://t.co/T3U5oCw0SV
1stIndiaNews,#delhi : A Chinese woman student molested by a man in Kailash Colony; accused arrested after intensive search operation by #delhi Police.
timesofindia,"Pune: Teenager molested, shown porn clip in smart city hub https://t.co/p3ZcNn8ZKw via @TOICitiesNews

(Representative image) https://t.co/VjXmhNqST8"
timesofindia,Delhi University student gang-raped by classmate and friends https://t.co/jqPSKytG5m via @TOIDelhi https://t.co/zUsPn4u4JZ
timesofindia,"21-year-old college student gang-raped in South East Delhi; 5 accused arrested by Police and one on the run, reports ANI"
timesofindia,"#Alert | Woman reportedly raped by 4 men in a car in Alipur area of Delhi; cops conducting raids to nab accused, reports @rajshekharTOI."
timesofindia,"Three and a half year old girl allegedly molested by a school official in Bengaluru; accused in Police custody, reports ANI"
timesofindia,Malayalam actor raped in her Audi by ex-driver https://t.co/Lz6qSBbuZ0 https://t.co/uEyg5ANFG1
timesofindia,Malayalam actor raped in her Audi by ex-driver https://t.co/Lz6qSBbuZ0 https://t.co/EyYWUD2DZE
timesofindia,"Malayalam actor Bhavana​​ allegedly molested after being abducted last night in Ernakulam in Kerala. One held, search on for others: ANI https://t.co/aDkKZNTRmb"
timesofindia,"A Polish woman allegedly raped by an acquaintance in South Delhi’s Vasant Kunj on the pretext of marriage. FIR registered, reports ANI"
timesofindia,'Paedophile teacher raped 200 children in last 10 years' https://t.co/i3huCJGtnE via @TOICitiesNews https://t.co/oVggtSUR0D
timesofindia,15-year-old gets pregnant after being raped by her guardian in Karnataka https://t.co/hTk8p5LT3C https://t.co/2g4WfdvbD4
timesofindia,Old age home horror: Girl raped by staffers https://t.co/V57GP4Watg via @TOIHyderabad https://t.co/T3qtwmehXA
1stIndiaNews,"#Video : 21 year old girl Gang raped in a moving car at Delhi, 3 culprits arrested  
https://t.co/KU6zr8MMA0
#delhi #rape #crime https://t.co/jEnggX6Na7"
timesofindia,"2 women gang-raped by 8 men near Delhi
https://t.co/fJ3CSUynIY"
timesofindia,12-year-old girl kidnapped and gang-raped by relatives https://t.co/ml3z81ZCAS via @TOICitiesNews https://t.co/Bixi7xX30U
timesofindia,"I was molested by #jallikattu protesters, says Chennai woman cop https://t.co/qgX1vObMSn via @TOIChennai https://t.co/otszHmVj9a"
timesofindia,"Facebook friend raped me, alleges Malaysian woman https://t.co/5HsgdOJANA https://t.co/64aXuJHCZQ"
timesofindia,JNU girl raped in Green Park https://t.co/BZHGKpKziA https://t.co/Pzuel35l57
timesofindia,JNU student raped in Green Park https://t.co/BZHGKpKziA via @TOIDelhi https://t.co/k4VSUcGvv4
timesofindia,Student of DU's Daulat Ram College allegedly molested by employee of Indian Overseas Bank located inside college;accused arrested: ANI
timesofindia,"FIR lodged against teachers; they took advantage of her mental condition,mother of 12-yr-old allegedly gang-raped in Bihar's Jehanabad says"
timesofindia,4-year-old raped inside Gurugram National Security Guard campus https://t.co/G3B1gVXbTr via @TOIGurgaon https://t.co/bHOiSteHze
timesofindia,12-year-old student of a government school allegedly gang-raped by the principal and three teachers in Bihar's Jehanabad: ANI
timesofindia,"14-year-old girl gang-raped in a government school in Bhopal's Bilkhiriya Kalan, both accused on the run (ANI)"
timesofindia,"22 year old gang-raped, dumped at college gate near Jaipur's JLN Marg https://t.co/AdilFwhL9R via @TOICitiesNews https://t.co/txgtT9moIA"
timesofindia,"Cops raped 16 tribals in Bastar last November, says NHRC report
https://t.co/sUwNenCM5W via @TOICitiesNews https://t.co/1RxWxeqH8d"
timesofindia,"Woman offered spiked drink, raped https://t.co/FybEoURDEB via @TOICitiesNews https://t.co/gHFO4VZiXu"
timesofindia,"Aiyappa molested the girl, there was no friendship or anything, except that they stay close by: Bengaluru Police Commissioner (ANI)"
timesofindia,"They had been stalking the victim for a few days, they molested her after celebration in the name of New Year: Bengaluru Police (ANI)"
1stIndiaNews,#Rajasthan -15-yr old raped in #Churu by 2 men. Culprits nabbed; victim #hospitalised. (visuals of her house &amp; neighbourhood) https://t.co/gSv492Tnob
1stIndiaNews,"#Rajasthan: A 15-year old girl allegedly gang-raped in #Churu district. Victim admitted to hospital in critical condition.
#rape #gangrape"
timesofindia,"B'luru mass molestation: If we're given coordinates of any lady molested on 31st, we'll visit her &amp; take action without delay, city CP says"
timesofindia,"Women molested on New Year’s eve in Bengaluru, minister says ‘it happens’ https://t.co/MgunMMa8PX via @TOIBengaluru https://t.co/Af6YWLy5AD"
timesofindia,Dalit girl on way to school gang-raped in rail coach at Jind https://t.co/B8E3G8hljR via @TOICitiesNews https://t.co/POEy2i7inn
timesofindia,7-year-old girl allegedly raped in Lucknow's Ashiyana Police Station area; hospitalised in critical condition: ANI
1stIndiaNews,Uttar Pradesh: 7-year old girl allegedly raped in Lucknow's Ashiyana Police Station area; hospitalised in critical condition.
timesofindia,"20-year-old offered lift, raped inside parked car in Delhi https://t.co/DanZY8N9LB via @TOIDelhi https://t.co/0yEWDTSgtg"
timesofindia,6-year-old raped by youth in Firozabad https://t.co/mag2mFKlPY https://t.co/BCS6OEBZUF
timesofindia,16-year-old gang-raped by classmates at birthday party https://t.co/r8wKDrUe5Y via @TOIDelhi https://t.co/5JTODE4tpO
timesofindia,"Girl allegedly raped in a car bearing MHA sticker in Delhi's Moti Bagh, accused arrested by the police: ANI"
DDNewslive,"Delhi: Girl allegedly raped in a car in Moti Bagh area on Thursday night: Accused arrested, car bearing MHA sticker seized"
timesofindia,80-year-old raped in Nainital; 25-year-old held https://t.co/Z3gIym8pHi via @TOICitiesNews https://t.co/C4Sa0HZHKp
timesofindia,.@sonamakapoor talks about being molested at a young age https://t.co/8ZKVrC6wBf via @MissKyra12 https://t.co/1X9cp0H7ZM
1stIndiaNews,"#uttaran actress @TinaaDattaa molested on a #flight
#jetairways https://t.co/0abYnhdWVs"
timesofindia,TV actress Tinaa Dattaa molested on flight. Here's what happened... https://t.co/a51LKm57sA via @MissKyra12 https://t.co/pAi2Te6Xrf
timesofindia,Uttaran actress Tinaa Dattaa molested on flight; recounts the horrifying experience https://t.co/ndTaeRg3mA via @toitv https://t.co/L4B1I6yH9I
timesofindia,"Woman shooter says ‘coach’ spiked drink, raped her https://t.co/WqXKPGmh9e via @TOIDelhi https://t.co/wegobzIM1V"
timesofindia,Japanese tourist raped in Kerala beach town https://t.co/8QbHQ5tBu3 via @TOICitiesNews https://t.co/k84unlLdm9
timesofindia,"Bajrang Dal men raped, tried to hang me after the beating, Bulandshahr woman tells court https://t.co/d6uzZtiBZU via @TOICitiesNews https://t.co/R86Po3G38A"
timesofindia,"'They raped us one by one,' says Rohingya woman who fled Myanmar https://t.co/KfebydyWh0 via @TOIWorld"
timesofindia,Minor raped in Badaun after tiff over Rs 500 note https://t.co/waCEyN9a1p via @TOICitiesNews https://t.co/uDoFPQppTo
timesofindia,"Woman robbed, raped in ladies coach of moving train in Delhi
https://t.co/J0LkkMm78L https://t.co/3DDmkLR9Dj"
timesofindia,"Minor raped, 4 engineering students arrested https://t.co/uIIZB85E5R via @TOIHyderabad"
timesofindia,"13-year-old allegedly raped by a father and son in Green Hills colony in Hyderabad, reports news agency ANI"
timesofindia,4-yr-old raped by 28-yr-old neighbour in Vasai https://t.co/HgqsYzmnX5 via @TOIMumbai https://t.co/7WW6jdthuA
timesofindia,"Teen raped in Delhi hotel by boyfriend, 6 friends https://t.co/q70UHcnFE6 via @TOIDelhi https://t.co/PtQY5pL1JU"
timesofindia,Cops introduced her as 'raped woman' to visitors https://t.co/wEzPGW6Whq via @TOICitiesNews
timesofindia,Name and shame - Woman raped by hubby's friends speaks up after two years on Facebook https://t.co/duIjAYrVF7 via @TOICitiesNews https://t.co/x7AuXhdVts
1stIndiaNews,"Gang-raped and paraded naked 14 years ago, @MukhtarMai walked on a ramp in #Pakistan fashion week. https://t.co/wwfoKbxSEC"
timesofindia,17-year-old raped by man she met on social media https://t.co/Dfi5vKDjO0 via @TOIMumbai
timesofindia,"On not finding valuables in loot, dacoits raped 11-year-old https://t.co/WcjEuCZlSt via @TOILucknow https://t.co/0UnnawdC9s"
timesofindia,2-yr-old girl raped by 22-yr-old neighbour https://t.co/EEs1qDvnU9 via @TOIChennai https://t.co/XR5YO4KicI
timesofindia,"Lost woman sold for Rs 40,000, raped https://t.co/SMVqXUSMbL via @TOICitiesNews https://t.co/n5dDfG7TIz"
timesofindia,"Youth marries girl he raped after pressure from society, but sells infant born from marriage for Rs 25,000 https://t.co/dQHQPlpvKC https://t.co/Fisqca4IXu"
timesofindia,Minor dalit girl raped by upper caste youth in Haryana village https://t.co/LYD8hi8jZC via @TOICitiesNews https://t.co/rriSljkCD8
BBCIndia,India's raped comic 'super hero' Priya returns to fight acid attacks writes @geetapandeyBBC https://t.co/SPJ8bA9G6V https://t.co/DqQ0fUqiq9
timesofindia,Two women 'held down teenager before their friend raped her in middle of street' https://t.co/u7lLY0VipI https://t.co/49uxqG6Tlu
timesofindia,Minor raped inside toilet at Mumbai's Kalyan station https://t.co/fncIXzMgkg https://t.co/FnJEuBKYiL
timesofindia,"Minor girl molested by a police constable in Gwalior, reports news agency ANI"
timesofindia,"Two teenagers gang-raped in Delhi park, four held https://t.co/nFmgy2QBDy https://t.co/yzaxPdjiwf"
timesofindia,"#JUSTIN | Delhi police files rape case against a PhD scholar from #JNU who allegedly raped a girl on the pretext of marriage, reports ANI"
timesofindia,Another dengue patient molested in Ahmedabad hospital https://t.co/UuUkwGAdVY via @TOIAhmedabad https://t.co/Drcowbw93T
timesofindia,Woman says #AAP MLA Amanatullah Khan molested her 5 times https://t.co/x7swyFZadN https://t.co/MumgljvTLC
timesofindia,14-year-old girl ends life after being raped by 18-year-old in Tamil Nadu https://t.co/VL4kmxOSNL https://t.co/Co2FXsWgdh
timesofindia,11-month-old raped in west Delhi police complex https://t.co/4uxYDpeewE (Representative Image) https://t.co/VpJOLAnxH8
BBCIndia,Woman raped at knifepoint in Islington after she stopped to give man change https://t.co/jSM2nY63ID
timesofindia,"Airhostess molested, left stranded by cabbie in Hyderabad https://t.co/cLz8KwelvT https://t.co/LmTM6qDk97"
timesofindia,"A 2-year-old girl allegedly raped in Bhopal, admitted to hospital, reports news agency ANI"
timesofindia,"Managing director of private firm sedated, raped &amp; videographed employees https://t.co/DsHTu4W0bJ via @TOIBengaluru https://t.co/B2gNJiWHQX"
timesofindia,"7-year-old girl raped in Delhi's Mandawali. She is in hospital &amp; recovering.
3 accused arrested, reports ANI"
timesofindia,11-month-old raped by 16-year-old in Agra https://t.co/WU0THi5GIz https://t.co/hNX0v2G9Kt
timesofindia,20-year-old woman gang-raped by 4 in Mumbai https://t.co/TmPXftybya https://t.co/9wZvRvJ8tB
timesofindia,"Teen gang-raped, held hostage for 2 days https://t.co/Zd0omBbSpo https://t.co/klffmp5Rvq"
timesofindia,"Minor girl raped in Ballia, video goes viral https://t.co/PRW89rHV2J https://t.co/a1r069HslN"
timesofindia,Saleswoman raped by robbers in Uttar Pradesh https://t.co/Bdx5DbkNPA https://t.co/dgkU8s5mXL
timesofindia,"Forensic team inspects the spot where a teacher was allegedly gang raped by 3 masked men in Bareilly, UP: ANI https://t.co/PrWE6qlKg2"
timesofindia,FIR lodged against Delhi women panel's chief for naming raped teen https://t.co/DOoh5YwfVX https://t.co/uKwjAnfbHV
timesofindia,"Israeli woman allegedly gang-raped in Manali: Spoke to HP CM &amp; got the details. 2 of 6 accused have been arrested, ANI quotes @SushmaSwaraj"
BBCIndia,Israeli tourist 'gang-raped' in India's Himachal Pradesh state https://t.co/thSnsiWf6L https://t.co/gVlrpWOLSC
timesofindia,This Chennai man risked his life to save a woman from being raped https://t.co/o8C0jHZOR8 https://t.co/7UYXG4NSF0
timesofindia,"3 years on, Rohtak girl raped again by same five accused https://t.co/HCSiOs3xhE https://t.co/jjQzeEdLXP"
timesofindia,.@BeingSalmanKhan finally reacts on 'raped woman' controversy https://t.co/3pTsStF5EU via @TOIEntertain https://t.co/eZNHjiprUk
timesofindia,"'Raped woman' comment: We can summon a person thrice and this is @BeingSalmanKhan third summon, says Vijaya Rahatkar (Chairperson, MSWC)"
timesofindia,"Two dalit women allegedly raped by dozen men, two arrested in Agra https://t.co/8xiei9PH6A via @TOICitiesNews https://t.co/XWZOHJt6Tv"
timesofindia,'Raped woman' remark: National Commission for Women summons actor @BeingSalmanKhan on July 8
timesofindia,'Raped woman' remark: @beingSalmanKhan skips panel hearing https://t.co/0IoKPYV3mG via @TOIEntertain https://t.co/V0bD2olAcg
timesofindia,"'Raped woman' remark controversy: @beingSalmanKhan responds to NCW notice
https://t.co/AthrENqr0f"
timesofindia,".@BeingSalmanKhan replies to NCW notice, yet to apologise for his 'raped woman' remark https://t.co/84CMEykcuO https://t.co/CGrUkTTZSo"
timesofindia,"'Raped woman' comment: @BeingSalmanKhan asked to appear on July 7 for hearing, news agency ANI quotes MSCW's Vijaya Rahatkar"
timesofindia,17-year-old girl gang-raped inside a private school in Delhi https://t.co/i3QF7SMnoL https://t.co/9g2CtiAnm6
timesofindia,"Girl gang-raped in private school premises; accused arrested
https://t.co/NcsIbHt4Dm https://t.co/7OVKso0jUv"
timesofindia,"""Mera baap chor hai"" tattooed on woman's face after husband, in-laws gang-raped her https://t.co/86Py4wgVEi https://t.co/7jMAOXysbR"
1stIndiaNews,#MalaikaAroraKhan mum over @BeingSalmanKhan  raped woman comment https://t.co/IFJ0lbDA4M
timesofindia,What @BecauseImFreida has to say about @BeingSalmanKhan's 'raped woman' comment https://t.co/nSI5kpQCd3 https://t.co/iGAW4rbNVT
timesofindia,"Woman returning from gym molested on busy HSR road https://t.co/aO4nKR690k 

(Representative image) https://t.co/x5QP3Q8IA2"
timesofindia,"Girl gang-raped in Bihar's Motihari, battles for life https://t.co/8q4VFKcd1M https://t.co/uF8wSI1I74"
timesofindia,".@BeingSalmanKhan's 'raped woman' statement will encourage criminals in society, says Nirbhaya's mother."
timesofindia,NCW slams @BeingSalmanKhan over 'raped woman' comment; demands apology https://t.co/Dm7ZAe6iJm via @TOIEntertain https://t.co/1CSueb0nwI
BBCIndia,"Salman Khan given a week to apologise for saying filming made him feel like a 'raped woman' 
https://t.co/sk2GGEzYbD https://t.co/w1xziJeLJO"
timesofindia,"Salman Khan says he felt like a ‘raped woman’, stirs controversy https://t.co/Dm7ZAe6iJm
https://t.co/fHzgMJamMx"
timesofindia,.@BeingSalmanKhan's 'raped woman' comment lands him in a soup https://t.co/Dm7ZAe6iJm via @TOIEntertain https://t.co/Icd4EEJpGa
timesofindia,.@BeingSalmanKhan just compared himself to a “raped woman” https://t.co/7kypmCHSMq via @TOIEntertain https://t.co/OJCrnKTCPi
timesofindia,"Another minor raped near Agra, 15th incident in three months in the district https://t.co/OlHhlfePBf https://t.co/2ySvvdDNJA"
timesofindia,15-year-old allegedly raped in front of younger sister https://t.co/1CU49zG21E https://t.co/VxQt2c87GY
timesofindia,"#Alert | 25-year-old woman allegedly abducted &amp; gang-raped in moving car in Delhi's Vasant Vihar, 3 arrested (ANI)"
timesofindia,Qatar convicts Dutch woman who says she was raped https://t.co/Mi50jzRYnM https://t.co/T9NKxQlJvm
timesofindia,"3-year-old Jaipur girl kidnapped, raped, battling for life https://t.co/GvMwWxIOdm https://t.co/BFAjcxWfD7"
timesofindia,22-year-old patient raped in hospital by 2 staff workers https://t.co/jLuY7gXUj4 https://t.co/VkRFMAf94H
timesofindia,Three-and-a-half-year-old girl raped by 10-year-old boy in Delhi's Mangolpuri https://t.co/4YHte7HMkJ https://t.co/eR1dUE6wGI
BBCIndia,How I convinced the world you can be raped by your date https://t.co/bhiEAMiw9R https://t.co/YocAzqnunB
timesofindia,West Bengal: Girl kidnapped and allegedly raped in a moving car in North 24 Pargana. (ANI)
timesofindia,"Family of girl raped, killed in Agra lab wants case shifted https://t.co/C2CgbVHyzp https://t.co/bzg4itwvG7"
timesofindia,Brazil faces its ‘Nirbhaya’ crisis: 16-year-old raped by 33 men in Rio https://t.co/pZzixYsyW3 https://t.co/xjtVGSRfoL
timesofindia,"3-year-old girl allegedly raped in Meerut, reports @UdayRanaTOI"
timesofindia,"Minor girl allegedly raped in Bihar's Purnia district by a village sarpanch's son. The girl is critical, the culprit is absconding. (ANI)"
timesofindia,"Woman allegedly raped in a police station, two cops arrested
https://t.co/suDmdATDaf"
timesofindia,"22-year-old molested in Pune, 3 arrested
https://t.co/G7gtmbmlrz"
timesofindia,"Ola cab driver who had molested a Belgian woman has been arrested. He is a resident of Gurgaon: @DCPSEastDelhi, reports @SomreetbTOI"
timesofindia,"Belgian woman molested by a  cab driver in Delhi. The cab aggregator, Ola says that they have fired the driver, reports @SomreetbTOI"
timesofindia,Teen allegedly raped by Goa MLA claims she was sold to Monserratte for Rs 50 lakh https://t.co/qNZ4XodI2H https://t.co/caFoHZcJiT
timesofindia,"Scolded, girl runs away, is gang-raped https://t.co/o02LQ6Luy3 https://t.co/2yOIQYgoV4"
timesofindia,"Punjab: Woman dragged out of office, raped
https://t.co/LoSmipDYjV"
timesofindia,"One minor raped in Ludhiana every 4th day
 https://t.co/tEU7SYLDSw https://t.co/0G2TJ07G3i"
timesofindia,"#Handwara girl says no soldier molested her, accuses local youth of harassment https://t.co/Hkak21AhKx https://t.co/5lshl7SNZJ"
timesofindia,"Rahul Gandhi meets family of minor girl who was allegedly raped, and later found dead: ANI https://t.co/YUCP4lpTIT https://t.co/GIlufR1FW2"
timesofindia,"Delhi girl among 3 who say they were raped at Murthal 

https://t.co/zdGQBujNHn https://t.co/ffXJZl5FpX"
timesofindia,"As coach, former US House speaker molested 5 boys: Prosecutors
https://t.co/cGmAWM0XwH https://t.co/bDV8jZynVn"
timesofindia,"Four minor girls raped in UP's Jalaun, police registered a case &amp; sent the girls for medical check up: ANI"
timesofindia,"Thiruvananthapuram: Minor girl raped and tortured, 10 arrested
https://t.co/ciiMxgo7Nt"
timesofindia,"Woman allegedly raped by her own brothers in UP
https://t.co/w5EjC1PHmT"
timesofindia,"Dog found raped, murdered and left hanging from tree in Washington https://t.co/xfQXm2StwH (Representative image) https://t.co/i3xUtPLFZN"
timesofindia,Girl raped after murder in Delhi https://t.co/UxlKioFY9I https://t.co/1yF8TA8K6O
timesofindia,"Raped by father, girl gets video clip made as proof https://t.co/YStDn4RDtP
https://t.co/1JLJeS7EOS"
timesofindia,"Raped by father, girl gets video clip made as proof
https://t.co/7kKahXxqGQ https://t.co/pNQjcK2ukR"
1stIndiaNews,"@PadmaLakshmi confess her step father molested her, she said, ""His hands were in my underpants"" https://t.co/kCJ80rueOm"
timesofindia,"3-year-old hid in bus, saw mom gang-raped, infant bro killed

https://t.co/eudfc6lLmN https://t.co/Msq9Reb3YU"
BBCIndia,India girl dies of injuries after being raped and set on fire https://t.co/tPztynORwO https://t.co/HbtUVkh4ge
timesofindia,"Teen raped, set on fire by minor in Greater Noida https://t.co/5QhQwIjcup https://t.co/fFdKbMPjUv"
timesofindia,"Refugee boys raped by gangs in Calais, say aid workers
https://t.co/uSIaIIp6cP https://t.co/dMv6vwkU8f"
timesofindia,"Girl flogged for being molested by father
https://t.co/kNcEmvxieS https://t.co/FXSCOZmjsp"
BBCIndia,A man who raped women he met on dating site https://t.co/XkcSbQHaLs is jailed for life https://t.co/5vt2I54JXd https://t.co/FQEx8usVMW
timesofindia,"26-year-old Manipuri woman molested in posh Mumbai area
https://t.co/AOFCYBplEa"
timesofindia,"#Murthal rape incident: The lady said that she was gang-raped on the intervening night of 22-23 February, says DIG Haryana Police (ANI)"
timesofindia,"Delhi auto driver raped me, alleges German woman
https://t.co/gwITZMx8D9 https://t.co/oTJiXAeVim"
timesofindia,"8-year-old allegedly molested by teacher in Hooghly
https://t.co/XekgD9EBs6"
timesofindia,"The brutal election that led to men, women and children being raped https://t.co/OxYHhquN92 https://t.co/lEhuEiKEDI"
timesofindia,Man 'raped five women' after meeting them on dating site https://t.co/6G1OcwQhNq
timesofindia,"26-year-old woman raped by gym instructor during Valentine's Day party
https://t.co/XZKvyUtqxW"
timesofindia,Body of raped teen found near UP CM @yadavakhilesh's residence https://t.co/4ivsTwOkBY https://t.co/WKU6EOJKUD
timesofindia,"Cop's wife raped in ICU hours after delivery in Jhajjar district
https://t.co/rtVhLNs3Ee https://t.co/8mJWrVbjDm"
BBCIndia,The Indian girls who survived being raped https://t.co/KveXlcKBUc https://t.co/iPJcnkqiki
BBCIndia,"Abducted, threatened, raped: The harrowing tales of India's rape survivors https://t.co/XkdhyYRRHD https://t.co/C4pKi7rewR"
BBCIndia,"Abducted, threatened, raped: The harrowing tales of India's rape survivors https://t.co/fwB1LrzGt6 https://t.co/divmXoJU7t"
timesofindia,"ALERT | Minor allegedly raped and murdered in Madhya Pradesh's Raisen district, accused apprehended by police: ANI"
timesofindia,5 -year-old girl raped and buried alive by her 55-year-old uncle in Bhopal https://t.co/HE7Nq9ODMJ
timesofindia,Nigerian woman allegedly molested in moving autorickshaw in #Delhi; driver arrested https://t.co/pE6pdkHna0 https://t.co/4tpAMsvig5
