Date,User,Tweet
2019-07-24 04:00:00+00:00,TimesNow,"Reports: Former French Economy Minister @ThierryBreton robbed, beaten at home.

https://t.co/dOF1Idn3iS"
2019-07-24 03:31:13+00:00,CNNnews18,#NewsAlert – A person was shot dead by unknown assailants in Delhi's Welcome area yesterday night. The police is investigating various angles of robbery and personal enmity in the case. https://t.co/G45Mtw45mP
2019-07-15 17:03:16+00:00,TimesNow,"I think New Zealand will feel that they were robbed off in the World Cup 2019: @cricketguru, Former Cricketer, tells @PadmajaJoshi on @thenewshour AGENDA. | #ChangeTheRuleICC https://t.co/NdFjgsb5IU"
2019-07-15 03:59:25+00:00,IndiaToday,"A 22-year-old man tried to take undue advantage of his employer's trust by faking a robbery.
https://t.co/Gn8zc1KtXF"
2019-07-15 03:06:35+00:00,IndiaToday,"The National capital's railway stations have become new den for gangs committing serious crimes such as kidnapping, rape, robbery and even murder.
(@AjayKum67885259, @mail_today)
https://t.co/D3GJOZvQZy"
2019-07-14 08:46:52+00:00,IndiaToday,"Majhi also claimed that his personal belongings, including official files, were robbed.

https://t.co/fylMJ1Rpy2"
2019-07-09 11:30:00+00:00,TimesNow,"Bihar Crime News: Two masked assailants who were brandishing guns robbed a petrol pump off Rs 4 lakh. The crime was caught on CCTV and police have launched a manhunt.

https://t.co/qbRSEPaqIy"
2019-07-08 06:45:00+00:00,TimesNow,"The main accused Prabhjot Singh hatched a conspiracy to rob the bank after he suffered heavy losses in cloth trade. However, the duo ran out of luck when the bank's security guard foiled the robbery attempt.

https://t.co/8TMT0gt5VN"
2019-07-08 03:02:12+00:00,TimesNow,"TIMES NOW EXCLUSIVE: Delhi Police has arrested two criminals who were involved in the Krishna Nagar Bank Robbery.

Details by @priyanktripathi. https://t.co/fyJLjMIDvj"
2019-07-06 08:25:11+00:00,TimesNow,#KarnatakaTremors | It's plain simple robbery and corruption: Former CM and Congress leader Prithviraj Chavan slams BJP over poaching charges. https://t.co/ym9IioQ95e
2019-07-04 03:39:15+00:00,IndiaToday,"Delhi Police Crime Branch arrested four members of bike-borne gang involved in a robbery case in Narela, where two employees of a cash collection agency were robbed of Rs 17.30 lakh. 
(@mail_today )
https://t.co/Ap5jzdCCTw"
2019-07-03 07:00:55+00:00,IndiaToday,"Brave guard saves bank from being robbed
https://t.co/J3NzKkqOzq"
2019-07-03 06:43:56+00:00,IndiaToday,"Man books taxi from Ghaziabad railway station, gets robbed by cab driver
https://t.co/9amMQ5lzDp"
2019-07-03 02:59:50+00:00,IndiaToday,"Pointing gun on the cashier, they robbed Rs 1 lakh and fled. @mail_today https://t.co/xmSzEjaWrx"
2019-07-01 08:33:26+00:00,ndtv,"Delhi couple robbed at gunpoint in shocking video, children were in car https://t.co/xf4VUaKmha https://t.co/vBiBNz62QT"
2019-07-01 06:01:22+00:00,CNNnews18,#NewsAlert -- Family robbed at gunpoint in their home. | @mitrasouvik123 with more details https://t.co/moE4teAwdx
2019-07-01 02:56:18+00:00,TimesNow,"Sensational armed robbery caught on CCTV. Three armed robbers entered the house of a businessman while he was parking his car. 

Details by @priyanktripathi. https://t.co/daEoxwCmJY"
2019-06-23 15:29:36+00:00,IndiaToday,"Congress leader Amrita Dhawan was robbed off Rs 60,000 on June 15
(@arvindojha )
https://t.co/3kfvRITvqo"
2019-06-20 14:48:00+00:00,IndiaToday,"Robbery in broad daylight
https://t.co/ROPXWFD6xk"
2019-06-20 03:09:48+00:00,TimesNow,"#BiharChildDeaths | TIMES NOW exposes medical mafia! After apathy, robbery follows. Hapless patients sent to touts. Bihar CM is callous and complicit? TIMES NOW's @priyanktripathi comes out with a shocking report. https://t.co/oULjV3in19"
2019-06-13 20:30:00+00:00,CNNnews18,"The bad weather robbed fans of a clash between not only two of the top teams in world cricket but also the two unbeaten sides in the tournament thus far. 

https://t.co/5dFj7dI5hd"
2019-06-10 02:45:35+00:00,ndtv,News channel crew shot at in attempted robbery in Delhi: Police https://t.co/RtqQZbPZtN https://t.co/7gZbN0xxgL
2019-06-05 04:00:00+00:00,TimesNow,"While traveling abroad never give your ATM card to any stranger. Before starting your trip, try to get acquainted with the place. Some common ways in which you can get robbed of your money are as below.
https://t.co/LpvLQ5H533"
2019-05-14 10:15:00+00:00,TimesNow,"Report: North Korea demanded the return of a cargo ship seized by Washington last week for violating international sanctions, calling it an ""illegal act of robbery"".

https://t.co/FAQE8WtzmH"
2019-04-29 09:10:00+00:00,TimesNow,"Report: Martin Fayulu, who claims he was robbed of victory in the Democratic Republic of Congo's presidential election, called for people power to drive President Felix Tshisekedi from power.

https://t.co/Hhyx4N2rcC"
2019-04-18 02:42:00+00:00,TimesNow,"Two Punjabi men were executed in Saudi Arabia 'without any prior notice' on charges of murder, robbery and drunken brawl in February.

https://t.co/cCKNc9Mh4Z"
2019-03-28 22:15:00+00:00,ndtv,Man caught on camera shoving python down his pants in bizarre robbery https://t.co/HZo1ypxvkF https://t.co/YRzhuKzzhY
2019-03-28 13:00:00+00:00,ndtv,"Man caught on camera shoving python down his pants in bizarre robbery
https://t.co/HZo1ypP6Jf https://t.co/kjCMHsj7wn"
2019-02-21 12:36:15+00:00,IndiaToday,"A robbery incident was reported at the Pandav Nagar police station. When the group of robbers was apprehended, they opened fire at the police.
https://t.co/Xsr3UEth2o"
2019-02-18 11:15:00+00:00,TimesNow,"Kalpnath Paswan, SP legislator from Azamgarh’s Mehnagar constituency broke down into tears, saying that he has been robbed of Rs 10 lakh and that if it was not recovered he would “commit suicide”

https://t.co/zEnVTHLC20"
2019-02-14 03:10:37+00:00,IndiaToday,"""Rafale is systematic robbery from the Indian Defence Forces. It is not only Rafale, every single deal and this will also come up, that other deals have been managed in the same way.""
(@Supriya23bh )
https://t.co/rYZQaFyAy3"
2019-02-13 23:00:00+00:00,ndtv,"New York detective killed by ""friendly fire"" while responding to robbery https://t.co/6E1BK5YsTT https://t.co/XMdEA9Mq6A"
2019-02-13 06:19:07+00:00,ndtv,"New York detective killed by ""friendly fire"" while responding to robbery https://t.co/6E1BK5YsTT https://t.co/EPCvRF68CU"
2019-02-04 14:32:00+00:00,TimesNow,"After 20,000 crores were robbed in the chit fund scam, shouldn't Mamata support the CBI probe instead of sitting on a dharna against it? #MamataVsModi https://t.co/UOQGJtlBvV"
2019-02-04 13:35:36+00:00,republic,"#SaradhaSting | Tomorrow if there's a robbery in your house, and the thief is tracked down, and the police goes there, and the thief's friends beat up the police and help the thief escape, how would you feel?: MoS PMO Dr Jitendra Singh on @Republic_Bharat https://t.co/gNuBO9zzBO"
2019-02-02 09:16:10+00:00,CNNnews18,"#LIVE – Your love and enthusiasm have robbed @MamataOfficial off her sleep. Can't keep us away with your intimidation tactic. Your exit is final. It's written on the wall: Prime Minister @narendramodi addresses rally in Durgapur, West Bengal. | #BattleOf2019 https://t.co/e6oHYVEB4Y"
2019-01-30 18:10:32+00:00,ndtv,"Gang ties up priests during Meghalaya church robbery, beat them with rods https://t.co/A4m23rejNL https://t.co/t3QIaVTihd"
2019-01-24 05:59:12+00:00,TimesNow,DMK stages protest outside Raj Bhavan seeking the resignation of CM EPS over his alleged involvement in the Kodanadu robbery attempts. DMK is also protesting against the governor for not taking action against the CM | Report by @NairShilpa1308 https://t.co/AcAUNzoaOc
2019-01-21 05:24:44+00:00,ndtv,"Ex-Actress Collapses After Being Robbed, Hit By Thak Thak Gang In Delhi https://t.co/SfjY5wgRVD #NDTVNewsBeeps https://t.co/JzBxgNgZIp"
2019-01-20 18:33:43+00:00,ndtv,"BJP leader attacked, robbed of gold ornaments, cash in Madhya Pradesh https://t.co/FgQNRz0wCa https://t.co/MErxvmdLlo"
2019-01-20 18:25:13+00:00,ndtv,Bollywood actress in car robbed by thak thak gang outside Delhi mall https://t.co/SfjY5vZgx3 https://t.co/o9MGigv9Xh
2019-01-17 06:49:17+00:00,IndiaToday,"Dacoits have robbed the passengers in the Delhi-Jammu Duronto during signal on the outskirts of Delhi.
#ITVideo 
More videos: https://t.co/NounxnP7mg https://t.co/y8GpeI0Zyw"
2019-01-17 06:35:03+00:00,republic,"Jammu-Delhi Duronto Express Passengers Robbed At Knifepoint
https://t.co/dQmHSiU1CS"
2019-01-16 07:23:20+00:00,IndiaToday,"AIADMK in damage control mode over Kodanad robbery case
@Lokpria elaborates on this
#ITVideo
More videos: https://t.co/Nounxo6IKQ https://t.co/78YnQYlg73"
2019-01-07 07:14:00+00:00,IndiaToday,"STF of the Noida Police arrests 4 members of a gang that robbed an entire truck loaded with mobile phones in July 2018
(Report: @arvindojha)
https://t.co/nAUWlBN5zZ"
2019-01-04 02:14:45+00:00,ndtv,How 6 missed calls left Mumbai businessman robbed of Rs. 1.86 crore https://t.co/RT6bpzLWV3 https://t.co/xljlPikpbZ
2019-01-03 22:00:00+00:00,ndtv,How 6 missed calls left Mumbai businessman robbed off Rs. 1.86 crore https://t.co/RT6bpzLWV3 https://t.co/xfRPuS5TG8
2019-01-03 16:10:25+00:00,ndtv,How 6 Missed Calls Left Mumbai Businessman Robbed Of Rs 1.86 Crore https://t.co/RT6bpA3yjD #NDTVNewsBeeps https://t.co/newSGfjf5B
2019-01-03 11:36:31+00:00,ndtv,How 6 missed calls left Mumbai businessman robbed off Rs. 1.86 crore https://t.co/RT6bpzLWV3 https://t.co/metBkBkoeX
2018-12-24 18:22:10+00:00,ndtv,Petrol pump owner robbed of Rs. 27.8 lakh at gunpoint in Delhi https://t.co/fwhxl0V2DG https://t.co/lIMvTvvmGJ
2018-12-21 04:26:14+00:00,IndiaToday,"According to IGP Goa police Jaspal Singh, the victim was robbed of Rs 20,000 cash, her passport and some personal belongings.
https://t.co/yw9WgbczFd"
2018-12-14 08:05:16+00:00,IndiaToday,"Rahul Gandhi would have been robbed off major election planks had the Supreme Court verdict on Rafale deal and UK court's order on Vijay Mallya's extradition come a couple of months ago.
(@ShaktiShekhar)
https://t.co/AKX5Hz3jjO"
2018-12-06 13:25:25+00:00,republic,"Thief uses Google Map for searching posh localities, takes flight to execute robbery

https://t.co/FyW2v3PE6m"
2018-12-04 10:33:18+00:00,republic,"Thief uses google map for searching posh localities, takes flight to execute robbery
https://t.co/FyW2v3y2HM"
2018-11-29 11:31:31+00:00,TimesNow,"Anti-Sterlite firing: CBI books TN police, revenue department for robbery, dacoity

Details: https://t.co/pLmtdFHUdB https://t.co/F1KKrHuesD"
2018-11-29 01:23:01+00:00,ndtv,Man 'robbed 38 times' shoots thief dead in Italy https://t.co/1NtC174lap https://t.co/ND0aq1NsDt
2018-11-25 18:22:32+00:00,ndtv,"Japanese national allegedly stabbed, robbed of cash valuables in Delhi https://t.co/sagfBTzfws https://t.co/uQyvlm0AGf"
2018-11-24 07:45:33+00:00,ndtv,3 Bangladesh robbery gang members arrested in Delhi after shootout https://t.co/lqJKYeEqy4 https://t.co/vHtMXhDVwA
2018-11-24 03:38:40+00:00,ndtv,"In Delhi, man - out on bail - arrested over robbery, murder attempt: Cops https://t.co/qdCdMTLDVD https://t.co/sJBfwelJUa"
2018-11-18 13:51:07+00:00,IndiaToday,"Phulo Mukhiya, who robbed 3 kg of gold, 16 kg silver and foreign currency from Darbhanga in Bihar, arrested by Mumbai police.
(Report: @rohit_manas)
https://t.co/V55JnRZ9NG"
2018-11-13 10:21:42+00:00,ndtv,"Woman alleges 2 men ""hypnotised"" and robbed her jewellery in Delhi https://t.co/KQEzrvpzem https://t.co/f2x6086wFk"
2018-11-13 00:48:01+00:00,ndtv,"They ordered pizza, then robbed delivery boys in Delhi. https://t.co/nRBEEm21Iz https://t.co/eMHOhwpq6M"
2018-10-28 01:40:12+00:00,ndtv,"Cattle trader killed in UP's Muzaffarnagar, Rs. 1,50,000 robbed https://t.co/nPWhmNW751 https://t.co/wg4pIphH9v"
2018-10-24 23:50:00+00:00,ndtv,40 Miss France dresses robbed in overnight break-in at organiser's office https://t.co/2HD4bpeZfQ https://t.co/ySxYGkUGYm
2018-10-24 13:49:00+00:00,ndtv,40 Miss France dresses robbed in overnight break-in at organiser's office https://t.co/2HD4bpeZfQ https://t.co/X407mH2GOP
2018-10-24 09:13:31+00:00,ndtv,"Rs 140 crore robbed from Uttar Pradesh jewellery shop, shut 5 years ago https://t.co/6Zz2k3W26d https://t.co/8FMjMLiORC"
2018-10-22 13:57:34+00:00,ndtv,"""Superstitious"" thief, who robbed only on Tuesdays, arrested in Hyderabad https://t.co/IaJl8cAEXF https://t.co/8rnSKuDt55"
2018-10-17 04:47:23+00:00,CNNnews18,#JustIn -- Seven held in connection in the robbery case of Rs 4.2 crore that took place in New Delhi’s Mayur Vihar. https://t.co/SX9aU9hgfc
2018-10-13 07:00:04+00:00,CNNnews18,#BREAKING -- A bank was robbed in Delhi's Khaira on Friday by armed assailants. Cashier shot dead. Investigation underway | @Nitisha_Kashyap with more details https://t.co/oajc4kUMzq
2018-10-13 06:21:13+00:00,TimesNow,Delhi: Bank robbery caught on camera. A Corporation bank Cashier was killed in the robbery https://t.co/PmQvaa7Mnw
2018-10-11 10:39:19+00:00,ndtv,"Police swoops in on 'bank robbery', finds staff playing hide and seek
https://t.co/F1m8oEcpKf https://t.co/ob9YMffEVm"
2018-10-10 15:33:53+00:00,IndiaToday,"Robbery caught on CCTV! 
Two bike-borne men snatched the phone of a person who was waiting for a cab (@nolanentreeo )
https://t.co/r17vGzoa5b"
2018-10-08 21:45:00+00:00,TimesNow,"The video shows a burglar from a gang of five dancing after committing a robbery in Sargasan village of Gandhinagar
https://t.co/HW1M56qodi"
2018-10-05 02:19:34+00:00,ndtv,Ex-bodyguard sued over Kim Kardashian Paris robbery https://t.co/gX8pDxnhug https://t.co/gGlycbzYQz
2018-10-04 05:39:55+00:00,ndtv,Dawood aide's nephew caught for highway robbery of 4.5 crore in Haryana https://t.co/bp6TWpfoQr https://t.co/iRuuvNhzgz
2018-10-02 02:40:36+00:00,ndtv,"Cash collection agent chased, shot dead, robbed in Delhi https://t.co/Q8yveEOFV3 https://t.co/h0CG5d4BCl"
2018-09-30 01:11:43+00:00,ndtv,Delhi man killed by bike-borne criminals on trying to prevent robbery https://t.co/JfRf4MJlr4 https://t.co/wDziF3YQFE
2018-09-28 18:52:43+00:00,ndtv,"97-year-old woman robbed, strangled by relative in north-west Delhi https://t.co/q85uCg1pfo https://t.co/9dfTwgAfpP"
2018-09-28 08:00:00+00:00,TimesNow,"Apple Store robbed twice within 11 hours. Thieves get away with the latest iPhones, iPads and other items
https://t.co/763zrkjTmh"
2018-09-28 00:00:00+00:00,ndtv,Apple store in US robbed twice in less than 12 hours https://t.co/ZV9qqlnODU https://t.co/mGvbjxU2Ey
2018-09-27 13:17:19+00:00,ndtv,Apple store in US robbed twice in less than 12 hours https://t.co/ZV9qqlnODU https://t.co/Fsh7bn5l93
2018-09-25 02:15:12+00:00,ndtv,Indian-origin couple slashed with knife in UK fruit store robbery https://t.co/6U7zj2EeY2 https://t.co/fdjHCKHYRP
2018-09-24 14:23:17+00:00,ndtv,Indian-origin couple slashed with knife in UK fruit store robbery https://t.co/6U7zj2EeY2 https://t.co/G8SehfLyAu
2018-09-24 09:30:00+00:00,CNNnews18,"Couple robbed at gunpoint in national capital. | @Nitisha_Kashyap
https://t.co/x7uMQHnGr4"
2018-09-23 15:44:00+00:00,republic,"#2019Edge | The BJP has robbed money from the people, taken away security from women. This government needs to go: Tanveer Ahmed-National Spokesperson, JD(S)
https://t.co/LGCyJUEBn5"
2018-09-23 06:43:15+00:00,republic,"#2019Edge | The BJP has robbed money from the people, taken away security from women. This government needs to go: Tanveer Ahmed-National Spokesperson, JD(S)

https://t.co/LGCyJUEBn5"
2018-09-21 05:00:00+00:00,CNNnews18,Crackdown in the robbery case at former Delhi HC Judge's house https://t.co/1pISAQ1p7I
2018-09-21 01:55:05+00:00,ndtv,6 arrested for robbery at ex-Delhi High Court judge's house https://t.co/bCMF0oWWhS https://t.co/eHjt5mMrNG
2018-09-20 05:01:34+00:00,IndiaToday,"The robbery took place at the residence of Dalip Kapoor, a former chief justice of the Delhi High Court.
https://t.co/6wHiueauGu"
2018-09-20 00:51:13+00:00,ndtv,"Wife, daughter of former High Court justice held hostage, robbed in Delhi https://t.co/9NW3vU9bGS https://t.co/i6ZbbalkV7"
2018-09-13 03:14:53+00:00,IndiaToday,"Pune cyber cell police arrested two accused in Cosmos Bank online robbery case.
(By @Pkhelkar)
https://t.co/fbjOdPAji5"
2018-09-12 18:21:20+00:00,IndiaToday,"All the three arrested were wanted in a dacoity case wherein a businessman was robbed of Rs 65 lakh at gunpoint on August 1, 2018, in Jasola area of Delhi.

https://t.co/QVamYx1zj8"
2018-09-11 16:19:49+00:00,ndtv,Man Lynched In Bihar Over Alleged Robbery; Third Incident In A Week https://t.co/AsXPQFqpzs #NDTVNewsBeeps https://t.co/qL0j26Lu7S
2018-09-11 13:31:49+00:00,ndtv,Another lynched in Bihar over alleged robbery; third incident in a week https://t.co/AsXPQFI0r0 https://t.co/D7mCOSXUgT
2018-09-11 06:15:00+00:00,TimesNow,"In October 2016, reality TV star Kim Kardashian was the victim of a robbery 10 minutes walk from the Ritz, in which millions of dollars' worth of her jewellery were stolen

https://t.co/HSOcJU9fsn"
2018-09-10 12:18:44+00:00,CNNnews18,"#BREAKING | As per preliminary investigation, robbery is the motive behind murder of HDFC vice-president Siddharth Sanghvi. The accused, Sarfaraz is not related to HDFC in any way. Accused was in dire need of money: @mumbaipolice | #HDFCVPMurderCase https://t.co/iiucKNqOtz"
2018-09-07 02:09:17+00:00,ndtv,"Woman raped while family members held hostage, robbed in Ghaziabad https://t.co/LayeN8H5ES https://t.co/l1hTghZBhr"
2018-09-06 21:10:00+00:00,ndtv,Fumbling criminal drops his gun - and pants - during Colorado robbery attempt https://t.co/96H50IIG79 https://t.co/H3qUOSKrLB
2018-09-06 04:37:15+00:00,ndtv,"Fumbling criminal drops his gun - and pants - during Colorado robbery attempt
https://t.co/96H50J0gYH https://t.co/qBi0k7uw7h"
2018-09-03 07:45:00+00:00,TimesNow,"Ganga-Kaveri Express passengers robbed by dacoits. A section of the local intelligence unit (LIU) which suspect that the robbery could have been carried out by dacoit Babuli Kol gang.

https://t.co/vtY1Mom0ya"
2018-08-30 21:00:01+00:00,ndtv,"TV presenter charged with ""armed robbery at night, as part of a gang"" https://t.co/7xSrSlIdeQ https://t.co/O6etO5pzur"
2018-08-30 13:04:13+00:00,IndiaToday,"The gangster is wanted in several crimes involving murder, attempt to murder, theft, robbery, criminal intimidation and conspiracy. | @manjeet_sehgal
https://t.co/erSOnvuLyS"
2018-08-30 03:28:12+00:00,ndtv,"TV presenter charged with ""armed robbery at night, as part of a gang"" https://t.co/7xSrSlIdeQ https://t.co/5Yg7WveT4X"
2018-08-29 15:06:06+00:00,ndtv,"Rahul Gandhi's 24-Hour Challenge To Arun Jaitley On ""Rafale Robbery"" https://t.co/88TQcjwi3B #NDTVNewsBeeps https://t.co/AkSfEUhJqR"
2018-08-29 14:07:29+00:00,ndtv,"""Great Rafale robbery"", Tweets Rahul Gandhi after Arun Jaitley's counter https://t.co/88TQcjeGF1 https://t.co/XmwxWRtovn"
2018-08-29 13:36:56+00:00,ndtv,"""Great Rafale robbery"", tweets Rahul Gandhi after Arun Jaitley's counter

Read here: https://t.co/8iu98stGv4 https://t.co/SPibGFkenJ"
2018-08-29 12:48:24+00:00,TimesNow,"Congress president Rahul Gandhi has responded to Finance Minister Arun Jaitley’s contention that the allegations of a scam in the Rafale fighter jet deal were 'complete falsehood', referring to the matter as a 'Great Rafale Robbery' #RafalePeSawaal

https://t.co/YNmNe1C6oo"
2018-08-29 12:42:02+00:00,IndiaToday,"Rahul Gandhi, in a tweet, called the Rafale deal a ""great robbery"". https://t.co/E6uPsEgoL2"
2018-08-29 12:17:40+00:00,TimesNow,"'Mr Jaitley, thanks for bringing the nation’s attention back to the GREAT #RAFALE ROBBERY! ', says Congress President Rahul Gandhi in a tweet #RafalePeSawaal https://t.co/g8tMKAnkvO"
2018-08-21 11:43:00+00:00,TimesNow,"Passengers onboard a Bihar-bound train were robbed of their valuables by a group of robbers

https://t.co/sq1UQK9Tt3"
2018-08-19 23:00:00+00:00,TimesNow,"After 20 years, a 62-year-old woman was arrested by Delhi Police as cases of murder, contract killing, extortion, kidnapping and robbery were registered against her

https://t.co/KeQDsbv3Fl"
2018-08-15 16:10:49+00:00,IndiaToday,"Cosmos Cooperative Bank Suhas Gokhale speaks to India Today's @Pkhelkar regarding the online robbery and the measures taken by the bank. 
#ReporterDiary 
More videos: https://t.co/FAHzdk9TO8 https://t.co/MME1JoM9Fr"
2018-08-15 16:10:24+00:00,IndiaToday,"Brijesh Singh' who is heading the Maharashtra Police Cyber Cell talks about the investigation, the complexity of the online robbery of Cosmos Bank and the experts who have been roped in. 
#ReporterDiary (@Pkhelkar)
More videos: https://t.co/FAHzdk9TO8 https://t.co/Oy7rlwqSjG"
2018-08-14 06:48:05+00:00,ndtv,Senior government officer shot dead in Patna in suspected robbery attempt https://t.co/Ede8bk3png https://t.co/LH80dvdmIl
2018-08-14 06:00:43+00:00,IndiaToday,"The officer has been identified as Rajiv Kumar. Kumar is suspected to have been shot during a robbery attempt.
(@sujjha )
https://t.co/X79OFcpChU"
2018-08-09 11:30:01+00:00,TimesNow,"Two men were arrested in Vadodara on Tuesday after a woman and her husband accused the duo of robbery and gangrape

https://t.co/5Sgh9ye0VN"
2018-08-08 18:50:14+00:00,ndtv,"Woman gang raped, robbed in front of husband in Gujarat: Police https://t.co/cmbAjoLTFb https://t.co/YmG0bSXwcU"
2018-08-07 19:30:00+00:00,ndtv,"2 women shouted for help, then robbed men near Delhi metro station https://t.co/8RulWpOG5c https://t.co/wvaKTpFSuC"
2018-08-07 02:50:00+00:00,CNNnews18,"The victim told police that the two women had slapped him and robbed him of his purse 
https://t.co/lfpXmVUKwH"
2018-08-07 01:20:37+00:00,ndtv,"2 women shouted for help, then robbed men near Delhi metro station https://t.co/JDTHhjkLgg https://t.co/TDo5nBwpDy"
2018-08-05 15:44:10+00:00,IndiaToday,"Lucknow police have arrested the accused behind murder and robbery outside Raj Bhawan.
https://t.co/9yKxQgjfhP"
2018-08-04 08:53:40+00:00,TimesNow,"'Daylight bank robbery and loot committed by Mehul bhai with the connivance and support of top bosses sitting in Delhi', says @warispathan , MLA &amp; Spokesperson, AIMIM #NDAChoksiSlipUp https://t.co/FRtoHBUdWO"
2018-08-04 07:31:04+00:00,TimesNow,"'Daylight bank robbery and loot committed by Mehul bhai with the connivance and support of top bosses sitting in Delhi', says @warispathan , MLA &amp; Spokesperson, AIMIM #NDAChoksiSlipUp https://t.co/dgv6C89jVp"
2018-08-04 05:28:38+00:00,ndtv,Delhi Businessman Robbed Of Rs. 70 Lakh At Gunpoint On Busy Flyover https://t.co/dFLGTwDlUc #NDTVNewsBeeps https://t.co/UWsXgyTX4o
2018-08-04 02:39:26+00:00,TimesNow,Shocking daylight robbery caught on camera. Armed men on a motorcycle robbed a petrol pump owner of ₹70 lakhs. The robbery took place at the Naraina flyover of West Delhi https://t.co/s9KoNhp4ky
2018-08-04 02:31:53+00:00,ndtv,Delhi businessman robbed of Rs. 70 lakh at gunpoint on busy flyover https://t.co/dFLGTwlKvC https://t.co/nU61346FnK
2018-08-02 04:12:34+00:00,republic,"WATCH | Delhi Police arrest 6 burglars after their impromptu robbery dance was caught on camera
https://t.co/gOoEjepte0"
2018-07-31 06:42:00+00:00,TimesNow,"Singer Mika Singh robbed of Rs 3 lakh worth of cash and gold, cops suspect his close aide

https://t.co/62wnAOKLgu"
2018-07-26 03:19:03+00:00,IndiaToday,"A daring robbery in broad daylight caught on CCTV camera.
(@delayedjab )
https://t.co/Va0Q6vsGhO"
2018-07-25 09:33:19+00:00,IndiaToday,"The unidentified miscreants robbed cash, jewellery worth over several lakh rupees from half a dozen passengers.
(@delayedjab )
https://t.co/0Mi5AcIun9"
2018-07-24 07:36:14+00:00,IndiaToday,"The unidentified miscreants robbed cash, jewellery worth over one lakh rupees from four women. One of the loot victims is an ADJ at Rewa.
(@delayedjab )
https://t.co/9B6Omfgqyl"
2018-07-23 03:20:00+00:00,CNNnews18,"Delhi police arrests man involved in eight cases of robbery 
https://t.co/KjqGYsweHN"
2018-07-23 01:38:17+00:00,ndtv,"Wanted in 8 cases of robbery, Delhi man arrested with 21 mobile phones https://t.co/mWhETToxcr https://t.co/PPKV9UxKbg"
2018-07-19 01:59:04+00:00,ndtv,"Navi Mumbai resident, travelling by car, robbed by other passengers  https://t.co/ImgPLzVts4 https://t.co/IadQhdwBxv"
2018-07-13 20:30:00+00:00,ndtv,Burglar uses underwear to cover face during robbery. Watch hilarious clip https://t.co/OILilfokrd https://t.co/3zymhYf9uN
2018-07-13 04:36:08+00:00,ndtv,"Burglar uses underwear to cover face during robbery. Watch hilarious clip
https://t.co/OILilfokrd https://t.co/t1fXFUdAU4"
2018-07-12 08:19:28+00:00,IndiaToday,"The 26-year-old student from Telangana was killed during an attempted robbery in Kansas City last week
@Ashi_IndiaToday 
https://t.co/JOgWm0Yh84"
2018-07-12 03:50:47+00:00,IndiaToday,"There has been a steep fall in crimes such as robbery, dacoity, riot, snatching, burglary, house theft and molestation. (By @NigamChayyanika via @mail_today)
https://t.co/6aM37EroL1"
2018-07-12 03:15:00+00:00,TimesNow,"According to officials, Koppu, 25, hailing from Telangana, was fatally shot during a suspected incident of robbery at a restaurant where he worked in US
https://t.co/pY4jNjC8sg"
2018-07-12 03:00:00+00:00,TimesNow,"A total of five thieves on Tuesday broke into four shops located in a narrow lane in Delhi and looted goods worth lakhs of rupees. The video of the robbery has gone viral on social media
https://t.co/3yJ4ACT7y2"
2018-07-08 09:02:05+00:00,ndtv,"Robbery at P Chidambaram's house, says police; family denies any incident https://t.co/48xlv1Cm3H https://t.co/IOTUSIUsry"
2018-07-08 08:00:00+00:00,CNNnews18,".@PChidambaram_IN's Nungambakkam residence robbed! 
https://t.co/lCmMvNBfSG"
2018-07-08 07:47:00+00:00,IndiaToday,"Former finance minister P Chidambaram's house in Chennai robbed #ITVideo
For more videos: https://t.co/NounxnP7mg https://t.co/OCIq4MoW2y"
2018-07-08 03:53:40+00:00,CNNnews18,#NewsAlert -- Former finance minister @PChidambaram_IN's Nungambakkam residence robbed. Several valuables missing https://t.co/8BKLkgReMl
2018-07-07 12:36:00+00:00,TimesNow,"Police have not been able to ascertain whether the murders are a case of revenge or robbery

https://t.co/1M4VUAPlpn"
2018-07-06 20:50:00+00:00,ndtv,"Her job with the MS-13 robbery gang: Clean the weapons, remove evidence https://t.co/husu85BlUt https://t.co/krsT1SmpWd"
2018-07-06 02:50:08+00:00,ndtv,"Her job with the MS-13 robbery gang: Clean the weapons, remove evidence https://t.co/husu85BlUt https://t.co/yUEkmy0ggu"
2018-07-05 04:27:08+00:00,ndtv,Daylight robbery in Rajasthan bank. Masked men loot over Rs. 2 lakh. Watch https://t.co/KxvQ8O9kPV https://t.co/ea3ZqwEXdi
2018-07-01 11:32:36+00:00,TimesNow,Cops rule out robbery after preliminary probe into the murder of 11 members of a family in Delhi https://t.co/ANv2ErXtpK
2018-06-30 09:42:03+00:00,ndtv,Two army jawans robbed at Old Delhi railway station https://t.co/olIjOnQtPp https://t.co/n1FznjsVfC
2018-06-26 23:50:00+00:00,ndtv,"Japan-based NRI promised 3 pots of gold by gang of 3, robbed of 50 lakh https://t.co/E1PAgk8BOX https://t.co/BNtbpKKmTq"
2018-06-22 10:09:14+00:00,republic,"After being robbed at gunpoint year-and-a-half ago, Kim Kardashian was back in Paris

https://t.co/VozSrkQxaQ"
2018-06-21 11:40:46+00:00,IndiaToday,"The cops suspect domestic help's role in the murder, robbery. 
https://t.co/k8G03ekLiG"
